c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=19
p cnf 75 225
74 -11 64 0
-70 29 24 0
-65 49 -36 0
-16 -14 -50 0
59 75 -53 0
6 -60 -66 0
-40 58 53 0
-4 5 30 0
65 48 -36 0
46 -40 49 0
-12 -9 22 0
27 -74 -13 0
-5 -12 29 0
63 -5 -27 0
45 -66 -64 0
17 53 34 0
-43 30 12 0
69 -8 65 0
-24 -16 -34 0
25 -24 34 0
49 -30 -66 0
63 -17 20 0
-1 6 -13 0
-35 -18 -26 0
-52 -44 -22 0
-60 7 -28 0
60 -33 -6 0
-67 -20 9 0
-34 -41 11 0
-9 48 -39 0
42 -24 62 0
-15 3 1 0
-70 -55 25 0
12 11 68 0
-58 -32 39 0
-50 -47 19 0
51 -55 -73 0
68 51 62 0
31 48 -21 0
6 13 56 0
-12 16 -57 0
-47 -37 -20 0
-67 -74 23 0
66 37 -57 0
7 19 64 0
-61 30 -54 0
-22 2 49 0
15 -30 66 0
-68 -48 23 0
74 18 -61 0
44 -33 -34 0
75 15 34 0
60 43 -6 0
31 -21 -75 0
62 -18 53 0
-47 52 -23 0
-21 26 -10 0
14 71 -44 0
36 27 -23 0
34 26 -50 0
17 38 35 0
-66 -14 27 0
-33 -24 -49 0
-39 57 67 0
48 2 42 0
48 -45 60 0
11 -27 -24 0
12 -36 22 0
-3 57 41 0
54 -6 13 0
69 25 28 0
-26 19 -74 0
34 44 47 0
-40 9 39 0
-74 -32 21 0
-26 30 19 0
16 -52 -68 0
61 30 -52 0
31 69 51 0
10 -27 12 0
-31 72 13 0
-57 -61 58 0
-46 -28 8 0
54 -26 -23 0
-53 -16 50 0
26 49 -43 0
34 -20 63 0
-11 -66 -44 0
9 44 13 0
-28 39 22 0
1 73 -34 0
3 4 -26 0
-10 -63 -53 0
24 23 25 0
33 56 37 0
-26 -11 -63 0
47 -10 -56 0
-44 27 -58 0
-12 -18 33 0
-55 -4 -41 0
1 30 74 0
60 3 -23 0
57 -9 -39 0
5 -20 -16 0
-10 -19 -28 0
38 -62 -14 0
47 64 72 0
34 -60 -73 0
-49 20 14 0
-56 -73 -38 0
64 -48 33 0
4 -54 19 0
-31 -36 -54 0
50 17 -4 0
-63 50 62 0
-56 4 6 0
43 -32 -10 0
-12 46 54 0
66 -40 57 0
70 -67 2 0
-75 67 36 0
-56 -37 9 0
53 -17 -56 0
-44 37 -35 0
45 28 31 0
-68 9 -19 0
-60 -65 -22 0
32 48 -36 0
-56 -38 59 0
56 -37 47 0
12 67 -22 0
3 -12 -60 0
19 9 -31 0
20 -50 -67 0
22 -75 45 0
-51 -21 -36 0
-48 28 -71 0
-18 45 -36 0
-71 1 -31 0
29 -57 -15 0
60 -30 -32 0
-56 -39 -9 0
32 46 -30 0
42 -12 -66 0
-24 13 51 0
30 -37 4 0
-41 -63 9 0
49 2 -38 0
9 39 54 0
11 32 47 0
37 24 -34 0
-38 -71 25 0
-9 52 71 0
-43 -35 69 0
56 4 69 0
-46 72 -34 0
75 -59 -44 0
-53 58 -59 0
-42 -7 35 0
64 -9 -42 0
73 -30 20 0
-65 41 -56 0
-20 -7 3 0
-54 58 63 0
10 -61 35 0
29 -10 -62 0
-56 50 70 0
51 -40 -1 0
-43 -6 -63 0
51 -69 -37 0
62 73 -57 0
22 14 60 0
62 -26 -21 0
72 9 -2 0
53 -27 69 0
7 -48 37 0
-61 -10 12 0
70 -11 14 0
14 69 20 0
32 -2 -74 0
-3 -11 23 0
58 -8 -49 0
18 67 -10 0
11 -41 18 0
31 46 -73 0
-45 -71 -29 0
69 66 29 0
-67 -47 -5 0
-33 3 55 0
10 -46 4 0
62 6 69 0
-56 -45 -53 0
-33 -48 44 0
-63 50 -48 0
-38 66 -29 0
21 36 51 0
36 4 42 0
-3 14 73 0
-70 49 -11 0
36 26 -31 0
-67 -49 -3 0
25 -5 67 0
41 38 35 0
8 -71 2 0
13 74 -52 0
-46 28 -73 0
-44 58 -56 0
31 -30 63 0
41 43 -73 0
58 7 64 0
70 -23 67 0
41 -44 -21 0
71 18 -54 0
2 -52 -23 0
46 23 -69 0
53 -23 70 0
24 14 -60 0
35 36 -61 0
-1 3 -60 0
-6 32 -2 0
-43 9 18 0
-24 -63 -75 0
-58 -67 24 0
11 63 -20 0
-64 71 42 0

SATISFIABLE  
156  
43
