c Random 3-SAT
c alpha=5.5, N=75, L=412, instance=7
p cnf 75 412
13 -56 -27 0
-32 57 -7 0
62 -25 -23 0
36 -70 -15 0
-19 -18 65 0
45 -53 -66 0
-55 -34 15 0
11 -69 -43 0
56 7 53 0
55 42 19 0
26 -45 -49 0
-2 75 11 0
-74 1 42 0
71 -51 -15 0
-34 -48 -18 0
-70 -63 -71 0
-48 -47 -16 0
75 59 -43 0
23 -59 48 0
-4 73 61 0
-53 64 43 0
-55 -33 3 0
11 9 -36 0
-19 11 44 0
-53 -29 4 0
24 -42 2 0
-11 19 63 0
-54 8 66 0
-29 64 57 0
-13 54 -7 0
13 -64 9 0
20 75 23 0
-14 45 -61 0
-51 12 68 0
47 -15 61 0
-10 -65 -67 0
51 13 38 0
66 34 -51 0
39 -21 66 0
15 39 -70 0
-32 73 55 0
75 74 -59 0
-54 69 -61 0
16 17 -7 0
-66 -40 39 0
-38 -28 -69 0
-37 18 21 0
-19 -62 3 0
-67 56 43 0
-22 36 -39 0
-68 -61 69 0
-7 -63 -35 0
25 -43 56 0
5 -37 30 0
-74 -3 14 0
6 -19 -63 0
64 -61 5 0
68 -46 25 0
-10 -14 32 0
-72 71 32 0
-56 3 48 0
-42 30 -31 0
-7 57 3 0
-11 -54 67 0
-70 63 -66 0
69 44 62 0
-72 -61 -45 0
-73 -71 -32 0
-49 -56 27 0
-40 66 -32 0
-70 44 -58 0
-44 -64 -59 0
58 -2 -65 0
-21 -25 -61 0
-63 75 30 0
25 3 20 0
3 -41 -43 0
52 -51 28 0
58 -36 59 0
69 55 8 0
-14 -37 43 0
35 52 -48 0
-75 -48 -23 0
71 -2 69 0
48 10 63 0
71 -14 75 0
-15 -38 40 0
20 -47 -6 0
-22 9 -24 0
-52 -10 -54 0
14 32 -29 0
-73 14 -47 0
-27 19 -14 0
73 -13 58 0
-11 -2 -38 0
17 16 62 0
47 17 -68 0
-12 70 51 0
51 -67 -62 0
-21 -7 -10 0
45 44 -19 0
39 -35 -61 0
47 -36 74 0
-55 -12 33 0
-18 50 -57 0
-58 72 7 0
17 1 25 0
-65 60 -3 0
-40 -44 -64 0
66 54 43 0
35 -72 -43 0
-54 -51 17 0
-71 -32 -15 0
62 71 -60 0
14 6 -75 0
-20 69 -14 0
66 -26 -67 0
-18 -38 -21 0
4 -43 70 0
73 -53 63 0
14 -30 -12 0
-7 40 -66 0
8 42 -62 0
25 -4 22 0
68 -38 63 0
31 -26 -56 0
-62 -3 28 0
62 25 -7 0
58 19 -16 0
59 56 -20 0
-21 -65 -47 0
-20 -68 -19 0
-20 -41 -61 0
-55 17 58 0
-48 45 -2 0
-67 -61 -68 0
74 -18 9 0
-11 -21 17 0
-60 -35 27 0
5 21 -47 0
-19 -2 -45 0
57 25 15 0
30 18 -12 0
-46 10 -30 0
