c Random 3-SAT
c alpha=3.5, N=75, L=262, instance=7
p cnf 75 262
42 46 -59 0
-14 -70 71 0
21 58 27 0
-30 73 6 0
-48 -41 69 0
-18 54 -3 0
14 -13 66 0
68 -31 -13 0
-13 -38 -63 0
-19 46 -63 0
-54 67 1 0
-58 -14 3 0
-9 68 -75 0
62 29 56 0
-75 31 -33 0
-44 2 25 0
-20 70 -45 0
47 -39 -2 0
-71 -32 31 0
32 -56 71 0
11 -46 15 0
22 65 12 0
-53 55 -29 0
-58 12 67 0
24 46 -66 0
-68 37 57 0
-65 -12 -34 0
12 6 69 0
-3 -33 -45 0
27 -39 26 0
-12 44 -23 0
-68 -23 -38 0
60 55 51 0
42 -33 -13 0
35 4 49 0
61 46 -55 0
27 -58 -68 0
51 -43 -37 0
16 -21 -59 0
-46 -7 -48 0
-25 -56 38 0
21 -45 24 0
4 24 75 0
-20 10 -31 0
31 34 -8 0
-38 3 -49 0
48 2 64 0
-17 -52 -15 0
-55 45 47 0
-13 37 69 0
-59 56 55 0
6 22 73 0
-12 30 8 0
-7 67 -51 0
34 -21 73 0
-36 -73 69 0
26 22 -4 0
-49 -9 11 0
-16 -59 -12 0
3 13 53 0
-22 18 -63 0
-42 47 73 0
-6 -67 32 0
56 19 -45 0
-15 -36 37 0
-18 72 75 0
55 70 33 0
69 11 46 0
38 -34 17 0
-57 -19 -38 0
48 26 -63 0
-58 57 -63 0
-65 -24 -68 0
11 -7 38 0
38 66 16 0
-20 -46 50 0
-41 -40 -46 0
-34 33 66 0
4 61 74 0
6 -46 16 0
27 71 -42 0
-28 7 -67 0
28 -14 3 0
-6 -73 -61 0
-8 -42 56 0
17 -63 37 0
-53 -49 -8 0
-36 67 -22 0
35 10 -37 0
-21 5 -50 0
-35 -6 -5 0
8 53 -73 0
-10 47 -33 0
13 31 23 0
-45 27 8 0
-40 -31 75 0
-34 75 -21 0
-32 -2 14 0
28 -48 -5 0
15 -3 -71 0
17 36 71 0
35 57 -26 0
34 65 68 0
37 56 25 0
12 -38 13 0
-24 -4 41 0
-58 23 -67 0
-36 7 39 0
-22 -72 46 0
-64 69 -28 0
-62 -49 -74 0
-14 -40 -71 0
-28 -52 -19 0
64 1 -54 0
-56 73 64 0
-48 16 44 0
38 -24 41 0
24 -2 -72 0
35 -52 -17 0
65 38 -2 0
-36 -43 15 0
21 43 55 0
21 -23 2 0
11 -28 -35 0
45 23 16 0
-41 -60 5 0
-62 -63 -44 0
-38 -53 43 0
-25 54 50 0
40 68 -47 0
9 7 -35 0
-15 -19 30 0
-30 56 -65 0
-70 -59 31 0
-71 56 74 0
24 -13 -35 0
35 63 25 0
-65 -40 -21 0
17 -67 45 0
4 41 -38 0
-24 27 -16 0
46 -13 -38 0
-45 -14 -26 0
68 20 -13 0
-33 -21 -23 0
-49 -54 45 0
-5 33 -35 0
30 -61 -39 0
-40 -28 -38 0
-29 -45 -22 0
-59 42 67 0
-45 -74 46 0
8 -9 40 0
-6 -3 75 0
22 48 -71 0
43 39 -37 0
39 62 -57 0
48 35 22 0
32 -38 20 0
66 -73 40 0
25 -46 36 0
5 -70 -50 0
-49 -20 61 0
-61 -20 -70 0
30 -67 -69 0
67 8 66 0
6 68 46 0
42 50 -23 0
-41 -69 35 0
29 -38 -12 0
71 -4 -1 0
9 -65 -41 0
3 -22 19 0
-22 -37 -28 0
-75 -3 74 0
-60 -54 75 0
51 27 -5 0
-31 -13 42 0
32 55 42 0
-59 19 -43 0
60 70 4 0
-25 7 65 0
-14 12 7 0
56 -75 64 0
2 47 32 0
15 31 39 0
-66 59 72 0
52 -15 -53 0
-30 -67 52 0
-25 12 45 0
-58 34 13 0
6 46 18 0
-32 -73 -5 0
37 20 -15 0
-12 51 13 0
-46 61 -44 0
5 -72 -61 0
61 1 8 0
36 -8 56 0
-63 1 -35 0
-54 34 49 0
-42 67 -65 0
-9 -17 -6 0
52 -38 23 0
59 64 12 0
-23 59 10 0
43 1 -7 0
-44 -5 -73 0
-30 -7 14 0
25 -48 43 0
27 16 24 0
44 74 -33 0
-52 37 -44 0
-35 -10 18 0
-31 -56 12 0
63 -20 -29 0
34 17 -58 0
-39 22 -17 0
24 -73 37 0
18 -7 63 0
12 9 -61 0
-4 53 2 0
40 73 72 0
-63 -30 13 0
-27 5 -23 0
37 57 -47 0
18 25 22 0
-72 18 -7 0
-44 46 69 0
14 31 55 0
-31 46 -15 0
55 34 -49 0
-65 -66 -55 0
-35 49 -62 0
-63 -43 -21 0
66 29 32 0
9 18 41 0
-66 -56 67 0
-3 -32 65 0
53 6 -10 0
69 66 73 0
-28 17 -14 0
-11 -2 -17 0
-8 -47 -44 0
36 -48 73 0
12 22 44 0
49 26 -24 0
-3 -60 49 0
25 -20 65 0
-34 -36 73 0
34 -29 56 0
60 -71 -2 0
-69 -39 17 0
6 34 -25 0
72 -45 63 0
63 21 70 0
-34 6 55 0
-9 -72 -7 0
62 -4 22 0
59 -58 -7 0
42 -54 -35 0
14 22 -34 0

SATISFIABLE  
125  
87
