c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=5
p cnf 75 225
21 70 -53 0
11 65 -20 0
67 -57 7 0
-25 33 -31 0
-60 70 51 0
19 50 -72 0
28 12 36 0
-18 30 73 0
-46 -14 -73 0
27 -47 33 0
19 67 8 0
23 27 -12 0
32 -20 40 0
49 18 -61 0
-65 38 16 0
-30 -31 47 0
43 58 31 0
-36 -20 69 0
-73 50 70 0
52 27 34 0
72 27 -61 0
6 -73 -43 0
-57 27 22 0
-35 58 25 0
74 -22 71 0
-16 22 27 0
-17 61 -30 0
-29 -13 57 0
59 28 -32 0
-55 -52 41 0
31 43 -49 0
-12 -6 57 0
-16 27 -69 0
-73 22 -51 0
-65 -27 28 0
56 -37 -42 0
-19 -23 27 0
-2 -16 -41 0
59 -51 4 0
59 -10 44 0
-11 73 29 0
4 -20 -18 0
-25 40 23 0
36 43 -3 0
-34 -38 56 0
-21 28 70 0
74 27 -60 0
-33 49 5 0
48 16 -54 0
-4 24 -38 0
-64 67 25 0
6 -51 28 0
-39 36 22 0
-15 -43 -35 0
25 29 65 0
25 -37 -35 0
-35 29 -39 0
6 4 30 0
-19 59 -60 0
67 69 2 0
-44 35 -17 0
65 20 -25 0
63 -15 21 0
51 32 50 0
74 23 -26 0
-53 56 2 0
-52 -5 72 0
74 70 50 0
18 -36 27 0
21 -18 17 0
-30 -6 -54 0
-40 -46 19 0
-72 20 44 0
-46 42 62 0
-36 6 -59 0
49 50 -14 0
-38 21 45 0
62 12 -41 0
30 60 -26 0
54 -46 29 0
-9 41 42 0
56 -50 20 0
55 -62 28 0
-72 -15 59 0
3 20 26 0
50 -36 43 0
61 -15 -54 0
22 27 -64 0
-22 39 -20 0
-33 -70 44 0
27 67 60 0
71 -41 -36 0
43 -16 -59 0
66 65 -64 0
67 39 27 0
-12 27 49 0
-6 -51 7 0
-11 50 -61 0
68 71 65 0
39 -53 -43 0
36 -48 28 0
-40 44 -67 0
61 -39 -24 0
13 73 -62 0
-69 -63 15 0
-74 -73 -16 0
-75 -2 -56 0
62 -24 55 0
-72 -62 41 0
4 58 27 0
7 6 -37 0
-14 69 -53 0
40 23 -4 0
33 -71 44 0
-41 59 17 0
41 35 58 0
11 -48 74 0
-21 -30 -64 0
11 59 -46 0
68 30 -55 0
-34 52 48 0
6 -69 8 0
-54 53 -32 0
63 38 -9 0
-42 62 -59 0
-69 -28 -55 0
51 -74 -66 0
40 -66 -21 0
58 5 7 0
46 14 -73 0
-37 -33 2 0
50 33 68 0
24 18 -37 0
-41 47 -33 0
-43 1 13 0
-50 7 -8 0
-57 15 -26 0
39 59 69 0
43 -18 53 0
3 -5 -9 0
40 64 -29 0
54 75 73 0
19 -26 53 0
-17 25 -70 0
-54 -65 68 0
-68 -46 45 0
-22 5 70 0
-10 -33 -1 0
52 18 -2 0
-8 53 60 0
-68 -53 35 0
1 74 -56 0
73 51 37 0
50 -68 17 0
-16 26 -15 0
-59 64 66 0
-4 62 64 0
-24 -26 53 0
2 -16 36 0
-64 -41 -49 0
19 3 -69 0
-14 20 -59 0
-36 -74 68 0
7 6 -46 0
-21 -7 70 0
34 69 -11 0
-43 -14 -2 0
-14 -44 12 0
52 -45 24 0
-14 71 43 0
-18 -56 28 0
61 -18 -27 0
-19 66 -35 0
25 45 -35 0
-50 62 -19 0
1 -62 -71 0
56 -23 52 0
-48 68 51 0
60 -49 38 0
-57 -30 22 0
61 -56 -5 0
26 -22 56 0
56 -65 -37 0
-72 46 -55 0
39 -27 61 0
36 -70 10 0
-44 -17 63 0
23 -20 4 0
-38 21 -59 0
25 50 -21 0
31 45 38 0
71 -57 -26 0
20 -59 -37 0
67 59 -48 0
44 36 4 0
59 12 -4 0
-70 -72 -62 0
25 59 74 0
66 56 55 0
-44 -38 5 0
57 -39 -21 0
35 59 -46 0
4 43 -22 0
37 -68 -13 0
-47 73 -19 0
40 -55 56 0
-35 -33 -54 0
-3 -23 -25 0
20 45 60 0
3 -42 12 0
-45 -35 -8 0
-8 30 -70 0
2 41 45 0
-51 45 -15 0
12 -24 -58 0
10 -67 48 0
48 -56 -61 0
60 43 24 0
-71 29 73 0
-33 -45 -23 0
-29 -44 67 0
44 -14 32 0
70 -49 -4 0
-13 48 -33 0
41 42 -54 0

c GPT solve time: 1.25 seconds

SATISFIABLE  
Number of branches: 0  
Number of conflicts: 0
