c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=10
p cnf 75 225
-73 52 -38 0
61 -24 16 0
45 -9 -72 0
20 4 36 0
-65 -1 -43 0
1 52 2 0
17 56 48 0
-15 67 62 0
22 32 -45 0
-53 -4 28 0
47 58 -45 0
3 -61 -35 0
-24 -44 -2 0
-10 75 -3 0
61 28 -72 0
-68 33 -3 0
-14 -74 69 0
-46 60 -9 0
63 40 -74 0
-57 -28 -44 0
-48 73 15 0
51 -31 7 0
74 52 -64 0
70 -33 61 0
-5 -28 43 0
-25 54 -30 0
65 62 -60 0
16 24 -31 0
-48 -62 51 0
38 -74 -19 0
47 32 -54 0
3 23 -72 0
-62 75 74 0
-62 14 24 0
28 64 8 0
13 -44 1 0
56 -30 -16 0
-20 -19 35 0
-52 74 -36 0
-73 16 -4 0
28 -9 -42 0
-11 4 -38 0
-12 -64 30 0
-70 58 -23 0
-26 -32 -66 0
-20 48 -60 0
-41 -75 25 0
-8 28 -15 0
42 20 -63 0
42 45 -61 0
14 -44 -73 0
41 52 59 0
74 -75 43 0
-67 57 33 0
66 14 7 0
55 -36 -11 0
26 -25 -55 0
46 -54 -22 0
4 -15 68 0
20 -8 -48 0
46 -52 -61 0
-40 -32 -13 0
-64 -42 -36 0
57 -19 1 0
-48 -68 -38 0
21 35 -47 0
60 11 2 0
-62 -27 -68 0
-8 1 -25 0
2 60 -45 0
-25 58 20 0
36 -71 9 0
72 -19 -17 0
68 33 41 0
-38 54 58 0
-67 -32 -12 0
63 -32 72 0
72 -1 42 0
-31 -20 -22 0
-54 -10 -24 0
74 -75 -8 0
16 39 -27 0
-58 34 4 0
-60 -64 -10 0
-61 17 46 0
-13 61 57 0
-12 -36 72 0
-16 57 -9 0
2 28 25 0
61 -52 67 0
35 -36 20 0
-49 -53 -59 0
-69 57 55 0
-24 -69 -32 0
51 24 -44 0
-14 56 -61 0
9 39 -43 0
22 -11 34 0
33 -13 11 0
-55 35 -27 0
34 -67 58 0
-69 -12 7 0
43 -12 -55 0
75 4 74 0
62 28 -57 0
-34 -19 -9 0
3 -60 41 0
73 -57 -13 0
-11 -39 -1 0
70 33 22 0
-13 -51 -35 0
-67 -21 -9 0
-32 -70 20 0
9 5 -34 0
-20 -56 -57 0
30 -4 26 0
25 -9 -23 0
-12 -72 17 0
64 20 -14 0
-7 27 58 0
-61 -20 -70 0
-63 -35 -13 0
30 -44 -65 0
-38 -11 55 0
-16 -69 -46 0
-75 -46 4 0
75 66 -33 0
13 50 -46 0
-69 -1 -26 0
21 34 18 0
-56 -40 -3 0
-14 61 -8 0
13 -34 58 0
-15 43 22 0
-31 -15 8 0
-9 -69 74 0
-19 -68 33 0
70 16 27 0
-43 -30 -47 0
-26 5 -59 0
66 20 6 0
-47 31 14 0
-48 -26 -46 0
-39 62 9 0
23 -70 -3 0
-20 45 -69 0
57 18 -66 0
-52 -41 -39 0
73 68 17 0
-50 17 16 0
-5 -63 -7 0
28 44 -9 0
35 -64 1 0
-36 -11 66 0
-27 4 -58 0
-54 17 -13 0
-23 -65 -45 0
9 56 59 0
48 -58 73 0
-66 46 -33 0
66 -32 -31 0
18 64 40 0
-65 32 -11 0
-37 29 -50 0
74 54 55 0
38 -11 44 0
-65 11 72 0
-41 34 25 0
7 73 61 0
-32 14 -44 0
-14 -16 -23 0
9 -59 6 0
16 -40 -52 0
-73 55 -10 0
-74 -26 -57 0
61 -2 17 0
-62 -38 -11 0
67 -50 -7 0
-14 -64 -33 0
51 2 -69 0
24 10 32 0
-14 -10 -38 0
21 59 22 0
-55 37 16 0
-24 67 -38 0
-27 -58 30 0
-29 28 -9 0
-35 -40 -5 0
69 38 36 0
-13 53 -68 0
-24 -70 1 0
-71 36 54 0
32 23 70 0
26 -72 -56 0
-46 -21 69 0
-24 -62 36 0
-9 -34 -36 0
-33 27 -50 0
32 -16 13 0
-58 63 -54 0
9 -8 -29 0
48 -18 6 0
10 -24 72 0
-37 48 -17 0
-68 35 -34 0
31 -9 50 0
-72 65 42 0
20 64 -28 0
55 -62 -25 0
-23 -75 -70 0
-22 66 21 0
-52 -17 32 0
-20 -26 2 0
-61 -59 -30 0
14 -15 8 0
23 13 -71 0
-30 37 10 0
51 62 19 0
20 -38 -73 0
9 47 -7 0
-53 -23 10 0
13 -7 -30 0
70 47 -75 0
-22 16 -31 0
37 -35 -40 0

c GPT solve time: 1.49 seconds

SATISFIABLE  
Number of branches: 0  
Number of conflicts: 0
