c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=13
p cnf 75 225
38 -33 -11 0
72 -42 -31 0
-54 -60 -55 0
28 -55 -34 0
-6 -71 52 0
-26 -56 64 0
17 47 12 0
13 -58 22 0
47 62 7 0
21 47 44 0
51 30 -46 0
-66 -47 -51 0
45 25 -74 0
58 15 -69 0
-2 1 -48 0
-60 22 59 0
-3 -58 -69 0
38 -49 -1 0
-21 15 -25 0
10 31 8 0
31 -59 -56 0
-1 57 23 0
57 -69 64 0
-33 54 58 0
61 -65 23 0
-60 -73 23 0
-16 -4 -37 0
-24 72 27 0
34 -14 -32 0
51 57 -58 0
26 5 61 0
-68 9 -19 0
-42 -3 6 0
-47 63 -55 0
8 -11 -27 0
-22 26 -6 0
68 -7 72 0
10 35 -53 0
-48 -45 -24 0
-51 6 43 0
10 47 -27 0
-48 -17 26 0
-14 71 -58 0
18 -54 -49 0
28 -67 -31 0
-46 -48 -9 0
3 -23 16 0
-47 16 -30 0
24 75 46 0
62 73 3 0
-36 14 -5 0
-36 54 58 0
21 -75 64 0
39 70 56 0
47 -33 -24 0
-7 16 67 0
28 -43 -39 0
36 -9 -64 0
-8 60 45 0
72 43 57 0
-23 -50 2 0
-64 -18 54 0
43 34 54 0
4 -66 42 0
45 -73 52 0
10 47 -45 0
11 33 9 0
31 69 72 0
-53 -1 -25 0
-68 -70 -3 0
35 68 -61 0
57 70 -14 0
8 37 55 0
-37 56 -55 0
-69 10 -6 0
-35 43 25 0
-28 -10 20 0
71 -51 12 0
61 -41 -70 0
-57 67 -26 0
23 -49 60 0
71 18 68 0
68 29 -53 0
-71 -5 65 0
65 -74 -73 0
60 -35 41 0
32 55 12 0
-27 37 73 0
21 9 -48 0
15 -22 -62 0
72 53 -2 0
-47 -58 -60 0
2 72 46 0
-28 -41 -6 0
18 -10 69 0
8 51 -33 0
-19 -33 -57 0
45 70 -34 0
71 -31 -57 0
7 -53 -62 0
-67 4 -18 0
46 24 62 0
-28 -60 15 0
59 17 53 0
-67 -41 -74 0
-43 56 14 0
-20 6 37 0
-71 -56 60 0
-20 -72 30 0
32 64 -67 0
17 74 -33 0
-4 33 -51 0
-33 28 24 0
-52 -2 -26 0
32 31 -52 0
2 58 -66 0
-12 41 27 0
-4 47 65 0
-35 -63 -22 0
17 35 27 0
70 50 -16 0
16 42 -50 0
2 67 -61 0
-41 -64 -22 0
-4 -56 12 0
-43 -44 -51 0
-42 74 4 0
-47 -57 -28 0
-46 35 -8 0
-2 -6 -4 0
9 -67 7 0
-35 49 74 0
27 6 -56 0
-19 -22 37 0
25 -49 -66 0
74 36 35 0
1 23 71 0
44 33 35 0
-1 54 51 0
26 21 -71 0
-63 -50 -44 0
-38 22 -70 0
-46 -9 -60 0
60 -36 -2 0
17 64 7 0
-72 19 -70 0
-24 -67 -8 0
13 52 74 0
-42 62 -56 0
41 -72 14 0
63 -16 54 0
46 -28 41 0
27 -55 20 0
-49 69 -47 0
63 -5 -53 0
9 -17 1 0
60 22 -29 0
-14 36 9 0
64 -1 -37 0
37 -70 25 0
53 46 49 0
-74 47 -51 0
-32 37 -46 0
72 -3 -51 0
47 44 -55 0
4 -53 62 0
-57 -50 54 0
33 -6 59 0
4 23 -45 0
-73 26 38 0
36 73 53 0
64 48 -54 0
-41 -72 7 0
26 -70 -30 0
50 -41 -33 0
-32 -24 8 0
-22 53 12 0
24 62 48 0
54 -35 -24 0
-49 65 61 0
-69 67 -59 0
-68 -49 -19 0
-65 55 59 0
72 -45 -19 0
43 69 -68 0
25 29 -62 0
26 -11 -20 0
22 -62 -44 0
1 46 60 0
34 -5 -45 0
-74 -69 -55 0
-9 4 47 0
-8 49 -48 0
-21 46 45 0
31 18 2 0
-9 -51 -69 0
-2 -62 -41 0
31 67 -55 0
-61 38 17 0
-64 -24 63 0
69 -74 -36 0
10 -63 18 0
33 -70 -42 0
-1 42 15 0
-60 -7 36 0
15 46 -72 0
-42 -61 50 0
-54 -42 -71 0
53 18 19 0
53 47 24 0
65 -74 -71 0
-10 -50 -5 0
-7 -35 64 0
60 -69 5 0
42 60 21 0
50 67 -25 0
-32 21 -33 0
-2 -14 -44 0
-72 7 61 0
-17 63 -64 0
39 10 -14 0
75 -36 48 0
49 31 -67 0
4 -57 -50 0
19 26 -49 0

c GPT solve time: 1.26 seconds

SATISFIABLE  
Number of branches: 0  
Number of conflicts: 0
