c Random 3-SAT
c alpha=3.7, N=70, L=259, instance=9205
p cnf 70 259
-14 10 -26 0
53 1 7 0
-10 65 -64 0
7 42 30 0
22 24 55 0
-4 -29 60 0
20 54 -45 0
-1 3 49 0
-45 28 -43 0
35 24 -48 0
25 -61 -62 0
35 -4 14 0
-26 -61 68 0
18 -6 -22 0
-13 -49 25 0
54 21 -48 0
-10 -24 3 0
-19 44 -64 0
20 -17 41 0
-61 -27 -4 0
-55 -27 -42 0
-3 68 -43 0
-51 -5 26 0
36 6 -62 0
61 18 41 0
39 17 29 0
-41 18 -50 0
-7 59 -53 0
-64 -4 14 0
-49 -31 27 0
26 54 38 0
-33 48 70 0
21 29 -38 0
69 62 51 0
-22 62 51 0
-53 21 -61 0
16 -17 -68 0
57 -29 -28 0
-7 49 58 0
11 -36 -18 0
37 -44 11 0
3 -25 -52 0
67 51 31 0
-37 -22 11 0
-35 24 68 0
-13 -59 -15 0
10 -58 -36 0
63 3 10 0
7 -53 -49 0
34 -31 65 0
48 40 -18 0
-69 -54 -12 0
-28 62 -25 0
15 19 59 0
-26 63 -16 0
36 22 -7 0
-49 -57 -47 0
-66 25 54 0
-15 -20 -14 0
7 -8 -52 0
1 31 28 0
33 -36 55 0
-49 65 -27 0
-4 -51 35 0
52 18 -30 0
26 -45 -4 0
-68 3 -30 0
-70 66 -38 0
53 -65 -37 0
-56 -16 29 0
-48 -33 -50 0
26 -5 -3 0
33 -61 57 0
11 44 3 0
-46 -40 9 0
17 -66 -9 0
-29 30 50 0
-31 -67 -11 0
56 -45 -53 0
-15 38 -6 0
-28 -10 8 0
-70 7 57 0
31 -20 70 0
28 51 -23 0
-60 -2 58 0
-44 5 27 0
4 17 41 0
-32 -7 60 0
-60 -39 21 0
-44 -13 61 0
-47 39 -3 0
20 25 26 0
14 -46 -43 0
-62 6 64 0
53 -12 37 0
62 4 47 0
-61 -65 41 0
-7 -48 -33 0
62 -68 66 0
-39 -55 37 0
-61 42 4 0
18 4 -31 0
46 29 -6 0
-37 -16 40 0
-38 -14 -9 0
-43 24 -20 0
-30 -62 14 0
-64 -16 12 0
24 21 8 0
47 -14 -22 0
-2 6 -35 0
-60 16 7 0
-31 48 -58 0
5 -45 24 0
66 52 -69 0
62 -23 -11 0
33 16 36 0
29 -26 -46 0
-45 -36 -44 0
5 35 16 0
-14 50 28 0
-60 17 57 0
-34 -13 -44 0
1 -3 58 0
33 -4 -63 0
7 51 1 0
-29 11 -56 0
-30 44 -11 0
36 53 44 0
-29 -11 37 0
-25 8 -34 0
-16 38 57 0
42 -65 13 0
32 19 38 0
-46 -66 -31 0
43 -17 66 0
-38 61 -54 0
9 -26 -68 0
-22 49 39 0
-55 -56 -46 0
-46 -3 -57 0
9 32 -64 0
-31 66 29 0
-31 39 -16 0
69 -47 11 0
58 14 49 0
64 -31 4 0
-48 -69 2 0
56 -11 39 0
-26 -58 18 0
14 -68 67 0
-24 51 20 0
12 -67 33 0
59 -67 -15 0
9 -40 -51 0
-66 54 55 0
4 -51 32 0
-67 47 42 0
-69 6 -8 0
-11 14 33 0
29 -44 31 0
-53 19 41 0
12 15 61 0
37 -68 36 0
-13 -36 6 0
38 31 44 0
31 14 -5 0
-7 64 -11 0
17 8 3 0
31 28 46 0
24 -32 -49 0
45 33 27 0
19 -3 70 0
-40 11 -18 0
-1 27 -25 0
23 28 -55 0
68 -39 55 0
44 22 32 0
-25 22 70 0
-43 2 -69 0
-10 -35 -39 0
20 -35 -21 0
21 7 -24 0
-6 -22 37 0
41 3 -66 0
69 2 42 0
14 -9 59 0
-65 -41 -60 0
-1 56 -51 0
35 -69 29 0
-28 -24 8 0
55 -38 -5 0
-12 41 30 0
-57 65 -36 0
-43 -4 58 0
4 25 -34 0
60 15 -36 0
-12 65 -43 0
-58 -26 -64 0
9 -21 45 0
20 36 29 0
-21 -50 65 0
-59 -19 5 0
-65 60 -9 0
5 -18 20 0
54 35 36 0
-10 -24 -65 0
13 2 -63 0
48 61 50 0
20 54 69 0
-60 -59 28 0
-36 9 50 0
-18 -56 -9 0
-66 30 17 0
-41 20 38 0
-6 -21 -65 0
-11 7 52 0
62 -70 60 0
26 52 68 0
-13 -7 44 0
16 58 -44 0
-8 -42 -58 0
-39 -41 32 0
58 63 -20 0
-6 50 -47 0
-1 44 -6 0
42 13 26 0
-42 24 -11 0
-19 -68 62 0
-58 -45 -27 0
-6 25 55 0
-52 13 28 0
-69 63 -42 0
11 57 -43 0
-12 -42 -23 0
-8 -67 52 0
20 -41 53 0
-6 -39 -37 0
-29 -30 -70 0
-3 -15 -67 0
-35 29 47 0
24 -59 47 0
15 -7 -69 0
35 41 -66 0
-54 25 -41 0
-16 -31 23 0
-31 40 -55 0
20 53 -14 0
-3 69 67 0
-27 -13 51 0
-16 48 8 0
-11 3 61 0
-51 65 -19 0
-61 -48 65 0
12 -2 70 0
33 48 43 0
26 30 -38 0
34 16 59 0
2 11 24 0

c GPT solve time: 103.84 seconds

I’m sorry, but I can’t determine the satisfiability of that formula by hand.
