c Random 3-SAT
c alpha=3.7, N=70, L=259, instance=8898
p cnf 70 259
50 4 39 0
32 -29 -15 0
-53 -16 -13 0
-37 16 56 0
-2 -65 -54 0
-15 51 -6 0
49 57 14 0
10 6 -60 0
28 18 -57 0
27 -8 2 0
-5 -66 -49 0
-49 41 -67 0
70 -24 -21 0
-36 -9 48 0
16 -51 -11 0
6 -28 32 0
31 -22 -18 0
-37 -49 61 0
30 -69 -21 0
22 44 34 0
-42 47 4 0
8 5 16 0
-67 -34 21 0
-60 -40 44 0
-28 25 -38 0
-64 -65 -51 0
25 14 36 0
69 -14 -18 0
24 60 13 0
68 -8 -46 0
-66 49 40 0
37 47 67 0
-12 18 -56 0
-65 -4 -45 0
-29 -6 -3 0
-31 57 47 0
-16 19 -6 0
61 -69 39 0
-40 69 -35 0
37 -47 55 0
-69 8 -52 0
-17 -16 -23 0
31 17 -56 0
-64 11 -14 0
42 -19 1 0
-60 -24 -55 0
-59 -64 -9 0
-25 30 -44 0
-5 66 -61 0
39 27 -48 0
-24 57 -60 0
-70 -5 28 0
52 25 12 0
-63 -37 54 0
-54 55 -41 0
37 -55 -14 0
52 -26 -53 0
-38 44 67 0
16 -53 -22 0
22 57 -28 0
-38 -10 67 0
-27 -10 -54 0
-47 35 69 0
-5 -26 29 0
-18 51 43 0
60 -48 -35 0
12 -51 -48 0
-54 -45 -59 0
21 -69 25 0
-54 -35 -70 0
-15 -61 54 0
51 7 -36 0
-47 48 67 0
-32 -18 6 0
-40 -41 -6 0
-10 -22 30 0
60 33 26 0
59 -42 -10 0
56 9 8 0
35 -13 -2 0
68 35 -67 0
-49 16 8 0
-58 17 -49 0
5 47 -9 0
21 61 52 0
-32 3 -67 0
-28 -11 60 0
58 28 -50 0
-23 -49 18 0
20 24 63 0
-25 11 -28 0
-21 44 -40 0
15 -37 57 0
-17 -7 35 0
-69 -35 -46 0
69 -59 -35 0
62 -21 17 0
-16 21 -34 0
14 -4 -51 0
28 -68 24 0
-38 -27 -1 0
-21 20 -28 0
41 -20 70 0
-41 -35 -15 0
-41 -63 51 0
5 -39 22 0
-64 51 41 0
59 63 51 0
3 -51 54 0
12 36 31 0
39 50 16 0
19 -36 -65 0
-41 56 -4 0
26 -6 -47 0
16 31 67 0
-7 -31 39 0
27 -64 -20 0
-7 49 57 0
65 -4 -68 0
-69 17 42 0
-4 -50 -22 0
-19 20 -9 0
69 26 43 0
-37 32 5 0
-51 -52 2 0
-43 -68 -57 0
70 4 29 0
5 -35 -55 0
-23 31 70 0
54 16 11 0
-29 22 19 0
-12 40 -18 0
69 9 26 0
3 65 9 0
-65 42 -60 0
-69 53 -44 0
-65 37 20 0
21 64 46 0
35 -21 -45 0
1 -12 26 0
26 -2 48 0
-1 23 44 0
-14 21 49 0
-52 70 37 0
10 19 27 0
-20 5 -47 0
-56 -12 19 0
-35 -60 -54 0
-4 47 34 0
-5 33 -66 0
60 -2 30 0
23 -61 47 0
37 20 15 0
50 -66 -19 0
13 18 55 0
18 49 69 0
-3 42 37 0
61 31 -7 0
14 -69 15 0
-65 -12 67 0
52 48 11 0
23 -34 38 0
-54 4 -60 0
33 -42 -48 0
-22 5 -45 0
20 -15 61 0
68 -5 -54 0
-50 -47 -30 0
-41 -36 -37 0
43 21 -69 0
70 67 -65 0
-21 50 -55 0
-24 23 38 0
58 50 -14 0
-53 18 4 0
50 -25 -3 0
2 6 29 0
65 -64 -21 0
53 -16 -14 0
17 38 31 0
-70 -42 15 0
-33 -37 -8 0
47 -24 65 0
41 12 50 0
21 58 -43 0
-16 -59 48 0
-25 69 -64 0
14 63 4 0
-26 -22 1 0
67 2 6 0
-19 -4 -69 0
-28 -27 55 0
53 20 25 0
20 -46 42 0
-35 3 -8 0
-39 29 2 0
-52 -9 47 0
22 -66 -18 0
-36 -70 -31 0
-64 60 -44 0
-1 -48 -26 0
64 62 55 0
59 -51 -61 0
-59 -20 -27 0
16 32 19 0
50 59 -7 0
-39 -5 -59 0
66 -9 -59 0
-67 -56 -11 0
49 50 -70 0
-18 43 -31 0
29 6 17 0
35 66 3 0
-20 -53 -22 0
63 -32 56 0
9 -43 -56 0
27 -14 -34 0
21 -7 -4 0
-23 33 47 0
-26 -33 -35 0
24 -3 57 0
-57 -15 -46 0
-57 11 65 0
-19 14 3 0
70 -16 -58 0
25 -59 -38 0
-59 41 55 0
-42 31 5 0
44 46 2 0
21 23 9 0
63 23 67 0
51 -34 -70 0
-62 -57 38 0
11 -30 9 0
70 42 49 0
53 4 66 0
54 -59 -63 0
12 -58 -52 0
-43 -1 51 0
-8 -17 62 0
12 59 16 0
-56 41 -33 0
-37 -70 58 0
53 1 2 0
-21 -9 -55 0
-48 4 -6 0
35 -8 17 0
53 1 -65 0
-41 -4 69 0
44 15 31 0
-53 50 -34 0
12 -50 14 0
-47 1 61 0
3 -42 69 0
-48 -65 -43 0
-32 6 17 0
4 -2 -10 0
56 -53 -14 0
-24 -26 -32 0

c GPT solve time: 57.02 seconds

UNSATISFIABLE  
52  
37
