c Random 3-SAT
c alpha=1.0, N=75, L=75, instance=1
p cnf 75 75
62 -6 37 0
28 52 55 0
-39 -37 35 0
36 40 31 0
-23 64 -20 0
10 67 7 0
-15 -50 21 0
39 -26 69 0
74 1 42 0
2 49 31 0
47 -60 -23 0
29 70 -62 0
75 6 -49 0
-74 64 -23 0
-40 -42 -20 0
-69 -39 -36 0
35 32 42 0
67 -68 -30 0
68 17 36 0
-61 33 22 0
-21 -24 -49 0
-46 -30 -8 0
-4 -43 -73 0
45 50 48 0
28 -16 -47 0
11 -33 -68 0
-25 -43 13 0
-18 -22 21 0
-58 -44 29 0
-19 -5 49 0
12 -31 60 0
-50 -47 74 0
-17 57 -42 0
20 -11 -72 0
-28 33 58 0
46 -52 66 0
-21 12 -16 0
64 27 45 0
51 62 -67 0
-51 28 14 0
-74 49 12 0
59 44 9 0
18 -37 51 0
-70 13 -36 0
-54 -23 32 0
-16 -21 -6 0
-71 -49 4 0
-65 22 32 0
-34 -19 23 0
-47 -13 62 0
18 -30 -70 0
-8 73 -17 0
-74 -5 -2 0
24 16 11 0
-25 -36 -13 0
-62 -21 -26 0
-75 60 -53 0
-46 -28 42 0
73 27 -33 0
9 -11 -48 0
-2 49 -61 0
-26 23 16 0
-38 -19 68 0
41 -60 -65 0
60 -30 59 0
-35 -40 65 0
34 -58 -27 0
14 -8 22 0
30 -54 -25 0
-31 16 57 0
39 38 1 0
59 68 -70 0
-15 -44 -62 0
-36 -14 -22 0
-15 -21 3 0

c GPT solve time: 0.71 seconds

SATISFIABLE
Branches: 1
Conflicts: 0
