c Random 3-SAT
c alpha=3.5, N=75, L=262, instance=15
p cnf 75 262
-29 -18 -53 0
47 74 -22 0
13 46 27 0
-31 10 -67 0
34 -69 -37 0
-44 -38 -65 0
-22 -74 20 0
23 -68 -10 0
71 -57 -52 0
-4 5 -47 0
66 50 41 0
52 61 -19 0
39 -22 59 0
-21 -20 -34 0
27 8 1 0
-4 -69 39 0
-14 -66 51 0
-70 42 66 0
23 -73 -15 0
-42 -64 -20 0
40 -51 5 0
-57 -30 62 0
40 -10 -69 0
18 -59 25 0
29 63 -10 0
35 67 24 0
-70 67 47 0
14 -34 19 0
-62 49 -50 0
38 -14 -11 0
-73 34 19 0
-63 -54 72 0
18 -10 71 0
12 -57 -24 0
50 74 43 0
16 25 11 0
-36 -7 10 0
11 70 -74 0
-38 52 -4 0
23 -50 -26 0
-33 53 -63 0
21 -32 39 0
17 -33 -44 0
-30 -3 -74 0
71 10 -13 0
-13 -10 35 0
-8 -59 17 0
-31 9 -72 0
-25 -23 22 0
-21 40 51 0
16 28 -27 0
2 35 -31 0
7 30 -16 0
-22 -21 54 0
-46 72 -7 0
2 17 44 0
-7 38 1 0
-69 18 11 0
42 17 -2 0
-42 70 11 0
-59 52 17 0
-72 -49 10 0
-14 -49 68 0
-25 -9 -73 0
55 8 49 0
61 -35 -38 0
-65 -74 -72 0
-57 64 -55 0
-65 -16 -63 0
-28 26 62 0
8 56 20 0
2 59 -49 0
2 41 -71 0
-22 49 41 0
72 35 -28 0
13 -68 2 0
26 -67 49 0
6 -62 -33 0
72 24 -61 0
47 8 -42 0
-46 60 -22 0
2 -49 -22 0
65 -72 -74 0
27 61 -70 0
45 -1 75 0
-31 75 36 0
59 19 -49 0
13 14 -74 0
41 66 62 0
-17 -72 18 0
-5 -71 -60 0
-64 -2 -65 0
60 -16 -59 0
4 -10 13 0
-33 52 13 0
1 63 -9 0
3 -35 -37 0
48 30 -15 0
-27 40 -75 0
-44 60 50 0
47 -45 50 0
51 11 -72 0
-9 -6 -29 0
-28 -68 75 0
62 -61 38 0
-14 -65 -43 0
35 75 -10 0
-64 -19 13 0
-43 -71 -53 0
33 61 -42 0
-4 -75 -3 0
3 -44 51 0
21 -29 -36 0
49 -22 -74 0
6 21 23 0
-44 -11 75 0
-71 11 -56 0
32 -60 -69 0
12 36 53 0
-16 -18 22 0
-46 -55 -9 0
17 -21 -63 0
42 -4 25 0
20 9 63 0
10 -31 -33 0
18 -41 70 0
-46 18 -15 0
-9 -23 4 0
-33 68 -23 0
39 27 -59 0
21 71 5 0
-60 -16 -9 0
2 47 -51 0
-34 -18 71 0
-9 67 -55 0
-15 28 19 0
-69 -45 -37 0
5 -47 43 0
-16 -58 63 0
-61 50 33 0
-11 -61 47 0
-63 17 -37 0
-70 39 -62 0
63 40 9 0
61 -55 -57 0
-24 3 -10 0
-50 54 -66 0
64 -75 2 0
65 -42 9 0
-51 -7 -71 0
-13 -48 66 0
29 -50 -43 0
-50 13 -48 0
35 4 -65 0
-40 -59 62 0
30 12 -18 0
-41 42 -75 0
-28 -48 15 0
38 9 12 0
-21 -8 -1 0
-17 44 34 0
19 43 -71 0
-8 64 40 0
-58 68 17 0
31 25 2 0
-52 -14 -31 0
-62 -74 -32 0
20 -63 -50 0
-3 62 61 0
-47 -3 -60 0
8 45 23 0
69 1 57 0
-20 -3 37 0
38 -36 -74 0
47 37 -33 0
-66 28 -51 0
-33 -38 -12 0
-53 -51 -38 0
33 6 -58 0
-52 -11 -65 0
-53 -19 14 0
72 57 27 0
-27 -48 -52 0
68 -40 -2 0
19 -44 -64 0
-4 45 -68 0
-43 11 14 0
42 -58 -66 0
27 -5 25 0
65 -10 9 0
67 -58 -44 0
-43 8 -34 0
-73 2 24 0
60 39 -15 0
12 -26 -19 0
39 -75 -50 0
18 60 48 0
24 44 45 0
48 65 -17 0
72 -5 -12 0
-27 16 65 0
-26 51 28 0
-14 57 -41 0
19 10 44 0
-62 15 -10 0
53 -12 -4 0
73 -21 23 0
28 -13 65 0
33 15 -57 0
-52 21 66 0
51 -44 63 0
-26 -74 -70 0
-19 -57 -23 0
72 40 -31 0
39 16 -44 0
-10 -53 -16 0
6 48 7 0
46 -24 47 0
-14 -72 -71 0
-44 43 -40 0
57 -22 -16 0
61 4 -70 0
-25 -46 9 0
-19 66 -41 0
29 -23 41 0
69 68 -39 0
1 72 -44 0
61 74 44 0
-12 1 -37 0
-27 28 -52 0
-8 -39 42 0
-7 -3 -42 0
45 74 60 0
-9 -75 42 0
-5 38 43 0
28 -54 37 0
16 -70 -66 0
-25 52 -75 0
-4 66 -53 0
-16 -2 47 0
-43 52 20 0
18 64 -27 0
-9 -68 14 0
74 29 70 0
37 24 -18 0
-38 4 29 0
53 -1 26 0
24 -27 -50 0
34 18 -64 0
-74 70 -48 0
4 69 -17 0
38 29 5 0
-13 -50 47 0
-6 -75 -58 0
-7 57 59 0
-40 21 25 0
12 7 42 0
29 -3 11 0
-73 -2 -20 0
-52 -6 -18 0
-23 16 -57 0
-5 9 -44 0

c GPT solve time: 0.57 seconds

SATISFIABLE
Number of branches: 6
Number of conflicts: 3
