c Random 3-SAT
c alpha=3.5, N=75, L=262, instance=16
p cnf 75 262
-25 53 -30 0
-18 38 -42 0
-8 -20 74 0
46 40 -30 0
-62 -27 5 0
50 -4 3 0
-53 -47 -5 0
-51 20 -33 0
36 3 65 0
55 37 -26 0
69 -38 29 0
41 -48 25 0
44 53 -54 0
-66 16 -71 0
59 38 8 0
-21 42 -13 0
18 25 -41 0
69 -58 12 0
-7 45 -5 0
-26 7 -73 0
-8 40 72 0
-17 -65 54 0
-28 15 -43 0
44 -20 -58 0
-17 -13 52 0
-44 -47 -64 0
33 57 -6 0
49 -44 29 0
-4 23 -72 0
-1 -35 -59 0
74 72 -47 0
-23 -57 -18 0
-44 -7 -21 0
71 11 4 0
-68 12 33 0
70 32 20 0
-59 17 -9 0
20 -25 37 0
-63 42 -20 0
34 -13 42 0
-47 35 74 0
58 -9 41 0
40 17 -14 0
9 -66 59 0
-51 35 -29 0
57 -43 30 0
54 68 42 0
57 -52 -1 0
31 -55 -15 0
-74 -72 -27 0
-50 72 -27 0
-33 3 23 0
57 17 -6 0
75 20 -39 0
-22 7 -48 0
-16 -2 -26 0
12 1 45 0
52 13 39 0
20 -6 -44 0
1 54 -7 0
-21 -4 -25 0
-12 55 -42 0
-34 24 -60 0
-39 -12 66 0
57 -74 6 0
-52 21 -46 0
-41 48 31 0
39 28 -35 0
28 -39 38 0
54 -34 -18 0
-23 2 3 0
43 -68 36 0
-66 -14 8 0
38 -15 14 0
25 -64 24 0
-23 -15 -34 0
-2 9 50 0
-11 -43 -28 0
-50 -73 -33 0
21 -51 -14 0
27 55 50 0
-29 -8 21 0
-58 -13 -3 0
55 31 -13 0
14 25 -70 0
14 -12 32 0
-54 58 -10 0
40 -19 32 0
-43 13 -50 0
-54 -74 -28 0
-23 26 -61 0
13 -27 4 0
-40 4 45 0
-50 66 -30 0
56 63 -23 0
-12 15 -36 0
24 19 -10 0
-9 -35 -62 0
-3 -61 -13 0
71 -6 25 0
51 5 70 0
-60 -67 -10 0
46 8 -51 0
-37 55 -70 0
-20 -55 11 0
-71 -44 -75 0
-37 -70 38 0
43 6 -22 0
32 29 -48 0
-60 -57 28 0
2 41 14 0
-43 29 -55 0
32 9 -43 0
-66 61 30 0
55 43 65 0
14 -64 -3 0
-13 2 36 0
-69 -37 2 0
-63 6 -7 0
38 -55 69 0
-43 1 70 0
44 -47 -38 0
-74 -71 55 0
25 -24 62 0
-45 26 -74 0
35 68 25 0
3 -47 8 0
-16 -2 20 0
10 -64 50 0
-54 -12 -70 0
65 -27 21 0
45 35 18 0
66 -63 -9 0
22 48 56 0
16 3 -12 0
34 45 32 0
-42 8 -29 0
-11 -17 71 0
-46 -35 17 0
-55 12 -72 0
-64 -18 -33 0
17 -22 -11 0
31 -30 36 0
36 -73 -71 0
-9 -14 -72 0
-12 51 70 0
-36 -44 -7 0
9 21 -35 0
-66 14 71 0
36 -68 -75 0
-54 -3 27 0
45 29 65 0
-38 68 -31 0
5 75 -66 0
31 -34 -27 0
5 -46 47 0
-34 -59 5 0
26 17 -65 0
-21 28 -7 0
-26 -55 4 0
19 -61 30 0
31 -46 39 0
-31 21 30 0
46 59 -41 0
-49 39 21 0
-72 -59 -15 0
44 -20 -47 0
-62 16 65 0
6 -68 -21 0
47 -68 -28 0
-42 -60 -19 0
49 65 9 0
-38 -29 37 0
19 63 37 0
24 -55 69 0
58 44 -15 0
-48 64 -54 0
-44 -34 45 0
-67 -43 59 0
11 41 -21 0
24 -30 60 0
18 17 5 0
13 -28 -37 0
25 70 -23 0
31 2 21 0
-3 66 30 0
19 66 -34 0
-18 22 13 0
15 16 -46 0
-49 22 53 0
17 24 -74 0
27 -28 -11 0
-45 -48 -10 0
74 -11 -45 0
57 -71 35 0
29 36 -44 0
-15 -57 58 0
55 37 -57 0
-45 -30 -49 0
-29 -27 -24 0
52 -55 62 0
4 -54 -7 0
-69 -50 -18 0
5 29 -4 0
3 50 -70 0
-6 71 73 0
-75 28 68 0
60 -5 -57 0
35 -7 13 0
20 -75 -9 0
-40 39 -32 0
-37 75 51 0
35 -61 32 0
-11 75 -54 0
-65 -45 49 0
24 32 5 0
45 -65 -14 0
32 -7 2 0
1 70 24 0
-31 51 -37 0
-21 -22 -51 0
-54 2 34 0
-26 -3 33 0
-34 71 24 0
72 24 -44 0
74 -39 64 0
48 -36 32 0
-51 24 -14 0
-45 -2 -55 0
43 8 -51 0
19 -1 -10 0
64 -20 3 0
-58 -69 71 0
-69 74 -15 0
3 70 -59 0
-58 50 -29 0
-40 33 -56 0
23 69 28 0
-32 -65 -37 0
-53 -30 62 0
-33 15 56 0
-34 21 -5 0
-20 -14 -38 0
57 64 16 0
-63 -26 53 0
-55 48 50 0
-3 70 -8 0
-60 -58 45 0
15 -30 51 0
27 68 30 0
7 25 64 0
52 34 60 0
-65 -71 -1 0
19 -34 9 0
-18 -54 -35 0
-18 -14 -50 0
54 -3 43 0
32 37 11 0
26 2 -54 0
-72 -19 7 0
43 16 -65 0
63 60 -52 0

c GPT solve time: 0.54 seconds

SATISFIABLE
Branches: 1
Conflicts: 0
