c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=2
p cnf 75 225
70 42 -52 0
75 21 9 0
58 65 18 0
-54 39 -15 0
-12 9 -58 0
-69 -74 32 0
26 -61 -49 0
-5 64 47 0
46 -40 32 0
2 9 -15 0
75 -38 56 0
4 45 3 0
5 -54 61 0
-53 38 -14 0
13 56 -21 0
-35 -18 23 0
-3 12 -66 0
-70 55 23 0
23 61 -71 0
-17 50 -16 0
61 53 6 0
-43 -28 21 0
-48 -28 43 0
74 42 -55 0
-20 62 -32 0
60 48 -62 0
-68 -67 -14 0
25 -55 -51 0
-19 41 -49 0
-34 -66 -70 0
39 10 -43 0
-29 75 -5 0
-26 -39 -9 0
-8 26 -54 0
-23 -67 -29 0
31 8 29 0
-31 11 -45 0
-50 1 -41 0
18 -42 -33 0
-22 -18 27 0
43 -71 11 0
12 34 6 0
-55 50 -3 0
-2 25 -3 0
-2 27 -22 0
1 -31 -61 0
-1 27 50 0
-52 -64 63 0
43 -16 52 0
-21 26 -46 0
54 32 -29 0
-43 -63 -39 0
-69 -25 -46 0
-13 75 -51 0
62 6 -27 0
-36 -16 23 0
8 69 -64 0
54 -75 -14 0
68 71 27 0
62 45 -47 0
22 -61 17 0
-55 -30 67 0
-7 -36 35 0
-73 -10 31 0
-52 60 23 0
-34 47 15 0
9 -37 10 0
-3 9 31 0
-72 54 60 0
-4 59 -53 0
-2 3 -14 0
24 -64 55 0
35 55 2 0
-21 71 6 0
-55 31 45 0
-21 -11 19 0
-75 -5 -65 0
41 -29 23 0
8 17 -29 0
33 66 48 0
62 70 32 0
-24 -29 14 0
-52 55 68 0
70 -57 -14 0
37 -23 74 0
23 32 -27 0
58 28 -20 0
-14 -12 -32 0
-26 -52 72 0
61 8 67 0
-49 -30 2 0
-20 -56 -16 0
52 -3 46 0
11 51 21 0
6 -31 -28 0
-10 41 -26 0
58 -47 27 0
24 39 -63 0
-10 -74 -58 0
-46 -17 12 0
-60 -65 -19 0
-59 -7 27 0
12 8 10 0
-72 73 -10 0
-34 -25 16 0
-50 34 39 0
33 -41 70 0
35 58 59 0
-59 60 44 0
5 -49 -10 0
73 60 -22 0
-13 -22 -37 0
-41 -36 10 0
69 63 45 0
52 -75 28 0
14 5 2 0
-71 -33 57 0
47 -6 17 0
-27 -33 21 0
-12 -71 -36 0
-54 20 -70 0
-70 -49 -56 0
-34 -47 -55 0
69 4 -8 0
-10 -67 -4 0
-74 -73 -68 0
57 -43 39 0
-44 4 -71 0
55 32 38 0
62 -18 46 0
-1 55 -43 0
51 -49 -36 0
-58 29 33 0
-17 -20 -8 0
-50 -65 -10 0
-68 56 -44 0
-1 -72 58 0
66 -36 31 0
-16 48 -57 0
61 -18 -3 0
-10 22 -66 0
39 23 -24 0
71 -46 -11 0
20 -10 63 0
58 -11 -53 0
52 -54 -33 0
39 -67 -55 0
-20 13 -25 0
-5 30 64 0
33 27 -17 0
-70 38 -22 0
68 -2 44 0
-1 28 -38 0
26 63 21 0
-19 -57 46 0
-12 -49 50 0
-11 22 -39 0
69 -2 40 0
-28 55 45 0
67 -34 21 0
74 -31 45 0
29 -41 -20 0
-65 -53 -38 0
-32 -19 15 0
56 1 73 0
27 -17 10 0
-72 69 -64 0
-6 -35 69 0
41 -45 50 0
14 -39 57 0
67 5 74 0
-40 60 -52 0
27 -1 16 0
49 -29 -25 0
74 -31 21 0
-21 -33 10 0
55 57 16 0
-1 -30 -66 0
46 -16 26 0
-27 -54 45 0
-5 -75 -52 0
67 -24 -48 0
-17 3 -38 0
53 -38 10 0
-68 -16 13 0
10 -27 -46 0
-15 19 60 0
-12 -29 -31 0
-17 -32 -64 0
23 -36 -58 0
-38 20 -14 0
-59 -42 -23 0
-16 -33 74 0
-37 -75 -64 0
73 50 -52 0
-17 -39 -74 0
-57 -55 46 0
-28 4 75 0
52 60 9 0
-45 -75 -35 0
22 51 -61 0
-73 -46 -20 0
64 -2 -63 0
8 -49 -27 0
25 37 -3 0
41 56 66 0
-57 -42 -21 0
-45 36 -46 0
39 13 73 0
-29 68 3 0
-69 40 -45 0
5 -8 47 0
71 -51 28 0
-64 15 -27 0
-69 28 -25 0
28 -16 49 0
-18 -33 -74 0
-65 -47 -35 0
-36 75 -30 0
30 53 9 0
46 24 15 0
46 69 -8 0
-13 60 48 0
-30 -65 -43 0
-43 52 32 0

c GPT solve time: 2.24 seconds

* SATISFIABLE  
* Number of branches (i.e., decision points): 0  
* Number of conflicts (i.e., backtracking steps): 0
