c Random 3-SAT
c alpha=3.5, N=75, L=262, instance=11
p cnf 75 262
27 23 -21 0
75 -26 62 0
13 -31 14 0
69 -36 -73 0
-52 53 -67 0
-12 26 49 0
-15 -3 9 0
43 17 -32 0
38 -6 70 0
-14 -35 43 0
45 -66 34 0
47 57 -35 0
-43 -12 -45 0
-36 -73 65 0
47 -8 57 0
-29 -52 -58 0
-18 -58 -50 0
-2 -68 -6 0
2 -45 8 0
-5 62 -75 0
27 24 69 0
-6 36 -52 0
70 -41 -61 0
32 -20 -44 0
12 31 29 0
-24 8 7 0
49 17 -23 0
20 -32 -1 0
26 -55 -13 0
65 48 28 0
-57 -58 -38 0
71 -14 -36 0
-71 -32 -69 0
-23 -73 22 0
-57 53 -8 0
14 16 13 0
-37 41 56 0
-71 -43 -49 0
-24 -34 11 0
16 65 67 0
48 9 36 0
41 -53 -10 0
74 -53 13 0
-41 35 25 0
-4 16 12 0
-63 -30 -32 0
68 -10 57 0
-67 16 -65 0
-37 -52 43 0
74 -44 46 0
73 55 34 0
53 18 21 0
8 28 45 0
-63 -69 16 0
35 74 -8 0
32 -31 -37 0
21 -29 -13 0
-35 28 -30 0
-27 -19 53 0
-34 48 -27 0
35 -58 70 0
-9 -5 47 0
-53 27 63 0
-75 -3 51 0
-71 62 -43 0
34 10 53 0
-65 -69 -52 0
-75 35 -12 0
57 52 -2 0
-46 -31 -55 0
-30 -55 -6 0
23 40 -43 0
-53 69 -40 0
-31 21 -38 0
22 60 -48 0
-51 -64 -75 0
-29 -44 11 0
-69 47 49 0
-1 -64 -41 0
61 -26 1 0
-25 -19 -53 0
23 41 -31 0
68 37 32 0
37 -49 28 0
-21 11 62 0
-5 -23 -52 0
-64 -18 -75 0
-18 59 49 0
-50 60 7 0
17 -72 -49 0
-51 7 -64 0
-5 -50 -10 0
-72 60 -36 0
14 58 16 0
-48 6 -44 0
48 63 61 0
75 67 -9 0
62 18 -42 0
-1 -39 54 0
34 47 24 0
-50 -54 -1 0
-51 -64 -29 0
55 41 26 0
-63 -11 -72 0
29 -44 -52 0
-37 -6 23 0
38 10 21 0
-23 -66 -42 0
-6 70 10 0
-29 -57 20 0
-5 10 64 0
-72 -60 -26 0
56 22 13 0
-12 -35 -28 0
70 -42 36 0
-70 67 9 0
8 23 -60 0
-14 68 60 0
60 -72 8 0
41 69 19 0
-69 -71 42 0
-63 -11 43 0
-51 3 -2 0
59 -55 63 0
-15 -21 -3 0
42 51 33 0
37 10 64 0
-48 59 -14 0
75 -28 12 0
-47 66 18 0
-28 64 -26 0
16 9 -60 0
-52 -62 -25 0
24 35 9 0
29 -66 -38 0
-8 -51 -34 0
38 -53 -5 0
-19 55 42 0
-62 56 34 0
-29 -9 -21 0
-71 -49 46 0
25 67 45 0
-21 -33 58 0
33 74 7 0
55 39 -74 0
49 74 66 0
-72 -70 -9 0
53 45 37 0
-37 63 -34 0
-75 24 -45 0
-73 -24 48 0
29 16 -15 0
-75 11 -34 0
-36 -20 60 0
-27 66 51 0
-41 70 1 0
-68 53 4 0
32 31 5 0
-22 -61 -26 0
-6 -24 -62 0
-23 49 -41 0
-33 17 -30 0
-52 -39 -42 0
29 -1 -20 0
35 75 39 0
63 -30 3 0
42 55 22 0
-52 66 7 0
32 -22 -17 0
-57 20 -52 0
-27 -43 -11 0
-41 13 -33 0
-53 52 -16 0
54 -57 9 0
-19 -68 -9 0
21 -35 -75 0
-13 -68 7 0
-21 -15 -59 0
53 35 -26 0
-28 10 42 0
-10 -12 32 0
31 30 64 0
26 -25 -4 0
10 66 61 0
-43 51 38 0
-31 -25 -22 0
70 28 67 0
29 -60 6 0
-17 14 -6 0
56 57 -66 0
74 32 4 0
66 22 10 0
-53 -71 75 0
42 -20 55 0
53 -75 -16 0
-17 -23 33 0
-46 29 -36 0
-42 10 -36 0
-23 -39 -60 0
10 -47 -41 0
-52 22 70 0
-27 -23 50 0
38 50 33 0
38 -74 -58 0
-8 16 -23 0
-32 7 43 0
-38 -4 50 0
-7 19 -14 0
-60 -23 14 0
-29 8 -3 0
-46 10 5 0
-6 58 17 0
14 -72 18 0
-42 -73 8 0
66 -44 -73 0
-36 -37 30 0
9 -69 -35 0
-69 -13 31 0
26 -71 19 0
-21 -35 4 0
12 -55 21 0
62 61 1 0
67 -54 12 0
-45 29 -41 0
26 -9 -14 0
-11 -22 -69 0
-50 -32 -26 0
3 -49 -22 0
57 -18 -6 0
51 -48 6 0
-48 9 -50 0
-65 -20 -46 0
-57 -28 -69 0
57 -75 28 0
-52 -6 -71 0
-49 -44 71 0
-48 51 -72 0
-52 -23 -73 0
-35 -64 24 0
-66 67 -59 0
10 -40 -50 0
26 -59 -30 0
8 -1 -9 0
38 -61 -18 0
-55 52 -70 0
-64 -60 -12 0
60 -43 69 0
53 -46 -40 0
57 74 37 0
-19 22 -57 0
17 -46 57 0
-22 -66 -65 0
16 52 -13 0
-54 -16 2 0
-73 -52 -3 0
19 -61 -21 0
-20 -38 22 0
61 42 -2 0
-8 19 10 0
-49 -17 -72 0
-72 -2 20 0
71 -54 48 0

c GPT solve time: 1.09 seconds

* SATISFIABLE
* Number of branches (i.e., decision points): 0
* Number of conflicts (i.e., backtracking steps): 0
