c Random 3-SAT
c alpha=1.0, N=75, L=75, instance=12
p cnf 75 75
-49 51 -55 0
9 32 -65 0
-55 69 17 0
25 -42 45 0
-54 8 -42 0
70 -50 -31 0
-37 -65 -67 0
-65 -19 50 0
54 6 -20 0
10 65 -40 0
-55 24 -16 0
-14 69 11 0
40 53 73 0
-43 49 73 0
23 -41 -26 0
-22 -45 -42 0
42 -31 -33 0
21 15 -32 0
-38 27 -53 0
22 -63 -49 0
18 8 33 0
-68 8 44 0
43 8 11 0
-33 60 21 0
70 32 48 0
-34 -21 -40 0
-33 -25 -7 0
-47 2 -60 0
56 -47 49 0
34 41 -11 0
1 48 -59 0
28 20 67 0
7 2 34 0
63 -45 -14 0
-50 -31 33 0
-74 -25 -2 0
20 -28 -39 0
37 -16 -22 0
-6 -31 63 0
-65 -31 11 0
68 -40 -27 0
50 13 -26 0
6 32 55 0
14 -19 -41 0
9 75 -35 0
-43 -16 44 0
-24 75 26 0
10 -56 20 0
-74 52 69 0
-59 31 -13 0
-2 55 -59 0
-4 44 13 0
46 -6 -45 0
-72 13 -3 0
-3 19 -7 0
12 7 -1 0
-68 39 24 0
52 -1 42 0
-70 -13 54 0
-42 16 52 0
17 43 13 0
-72 33 66 0
18 65 -66 0
14 54 -50 0
50 -59 -60 0
2 58 12 0
-1 -51 31 0
-10 -59 -9 0
-70 72 -58 0
61 66 1 0
-8 39 9 0
-44 -38 -65 0
-43 46 -74 0
70 7 10 0
-18 -17 -48 0

c GPT solve time: 0.92 seconds

* SATISFIABLE  
* Number of branches (i.e., decision points): 7  
* Number of conflicts (i.e., backtracking steps): 2
