c Random 3-SAT
c alpha=4.5, N=75, L=337, instance=6
p cnf 75 337
-15 -17 -2 0
35 -44 3 0
-62 19 -30 0
-45 57 27 0
-29 -63 38 0
59 32 -65 0
46 62 64 0
19 58 72 0
60 62 -16 0
47 6 43 0
-63 -46 44 0
36 11 70 0
-17 31 -66 0
-46 31 -8 0
-29 -3 68 0
7 14 75 0
2 -6 11 0
46 -28 -33 0
42 56 -73 0
-30 68 8 0
-15 45 61 0
-41 35 -26 0
73 30 37 0
-50 -28 -4 0
-22 -63 20 0
-14 73 16 0
3 -39 -52 0
-57 -3 -40 0
27 -5 24 0
-31 -52 -3 0
-57 -22 63 0
-63 -43 -59 0
-10 72 6 0
12 15 -4 0
-75 11 15 0
-66 -29 72 0
-62 18 -10 0
-1 -34 74 0
-39 -13 31 0
-20 33 -2 0
-33 -7 -14 0
34 54 65 0
-40 -36 -49 0
-27 16 -33 0
28 20 -36 0
-16 18 29 0
-18 -31 35 0
34 23 18 0
-30 58 17 0
1 35 -11 0
-51 24 15 0
33 -51 -37 0
-39 -67 -7 0
-20 -34 -3 0
61 24 10 0
18 46 -41 0
-8 49 -54 0
65 73 25 0
-56 61 43 0
45 -61 -22 0
43 51 13 0
-71 -31 -28 0
-9 63 28 0
-74 -73 -42 0
-18 23 36 0
-44 45 -20 0
-57 -37 -51 0
40 -5 66 0
28 12 46 0
1 -58 65 0
-71 -30 35 0
-68 -28 52 0
-72 -67 -11 0
-28 59 -37 0
74 -62 -60 0
-65 -13 31 0
24 14 69 0
-66 68 11 0
-7 61 -67 0
43 -74 -6 0
61 -63 9 0
-13 72 28 0
33 -34 -23 0
-47 -27 -63 0
-17 4 28 0
8 -50 17 0
47 39 71 0
60 40 -57 0
75 -61 48 0
-29 -53 61 0
62 -67 -23 0
48 13 63 0
-59 61 34 0
28 -58 -34 0
64 -1 -46 0
-10 -58 46 0
-11 -61 58 0
-13 -55 -75 0
45 59 -34 0
-38 -53 52 0
-41 59 -39 0
-11 30 -6 0
23 20 -65 0
-28 -50 -57 0
17 34 -24 0
34 -75 -4 0
9 -66 29 0
-1 -6 24 0
-43 -15 -63 0
53 24 -74 0
66 51 -73 0
-47 18 -72 0
73 -41 -66 0
-60 -20 -2 0
-64 23 -37 0
4 -18 -51 0
4 -42 53 0
-59 24 29 0
