c Random 3-SAT
c alpha=4.5, N=75, L=337, instance=4
p cnf 75 337
-75 -58 -17 0
-43 18 -50 0
64 -6 67 0
-18 69 -13 0
-68 -53 6 0
68 12 -46 0
13 -61 -29 0
60 -5 74 0
23 -25 -17 0
-70 52 -20 0
-44 -28 -34 0
55 -8 22 0
71 65 -56 0
63 48 1 0
24 75 -21 0
-67 34 -47 0
-58 -64 26 0
-16 -55 -1 0
-5 -37 -62 0
14 72 -42 0
-17 36 9 0
31 65 -48 0
38 -22 68 0
-6 -74 -12 0
26 -14 -60 0
-23 49 -44 0
14 26 47 0
2 -72 -6 0
-50 38 31 0
-63 -64 -58 0
-7 10 63 0
-51 -44 -48 0
15 37 71 0
10 -43 -35 0
-52 10 -13 0
-73 29 1 0
16 -25 -26 0
49 -40 -73 0
-9 -27 33 0
-2 -65 -9 0
-31 63 69 0
33 20 -43 0
50 47 -59 0
74 2 30 0
-30 8 66 0
-5 -4 3 0
41 55 39 0
-28 62 -18 0
15 23 52 0
-49 33 -21 0
28 65 58 0
-57 48 -50 0
-64 50 67 0
65 60 48 0
53 68 -28 0
68 49 -25 0
75 26 -38 0
-43 36 -10 0
12 34 -26 0
17 31 28 0
-11 40 -9 0
-6 17 29 0
-17 30 -73 0
-65 54 35 0
63 -56 45 0
-54 5 70 0
-41 -13 11 0
66 49 62 0
-17 -73 1 0
-53 -43 -2 0
-47 17 -28 0
-51 5 -59 0
70 -21 -12 0
-8 1 48 0
11 -8 -3 0
-13 -48 -42 0
-68 -9 22 0
-32 -23 -27 0
52 54 -14 0
8 -9 48 0
-35 70 9 0
-58 43 7 0
19 71 73 0
-5 62 -36 0
-3 -16 67 0
54 -8 -55 0
20 56 -1 0
-69 34 2 0
63 -37 39 0
-36 4 -39 0
-55 18 67 0
18 59 72 0
38 61 65 0
60 45 10 0
-51 70 -16 0
17 -44 65 0
62 25 54 0
-32 44 -3 0
39 -62 31 0
-74 41 8 0
23 14 52 0
33 -10 34 0
-55 -11 74 0
-44 -71 -3 0
-18 16 -69 0
-51 62 -39 0
-38 -16 -48 0
28 31 68 0
-40 -15 -52 0
55 10 54 0
43 2 53 0
67 71 -69 0
73 57 -38 0
65 -41 -72 0
-55 -33 6 0
-72 -43 -48 0
-66 9 54 0
19 17 -34 0
-59 -64 -28 0
26 54 20 0
-59 -15 -17 0
-51 10 -6 0
64 -45 23 0
-53 38 62 0
-70 -22 -23 0
-31 49 -4 0
-22 66 -38 0
24 -59 -62 0
36 -49 53 0
-15 -59 -57 0
-1 -40 2 0
-72 -54 68 0
-47 -35 -14 0
16 -2 -66 0
60 1 62 0
-46 26 -65 0
28 12 -40 0
-49 7 24 0
-25 6 41 0
48 74 41 0
38 32 74 0
29 -42 -60 0
34 5 66 0
71 -46 50 0
-35 -28 -49 0
36 -68 6 0
-75 -32 51 0
61 36 -53 0
-38 40 -46 0
53 -3 24 0
1 51 -72 0
-6 67 -70 0
16 -48 -34 0
12 51 -62 0
19 36 -67 0
10 -3 -67 0
-42 73 -63 0
40 -57 33 0
-10 -74 59 0
-19 65 -13 0
-66 54 -17 0
-31 49 27 0
23 -15 2 0
62 73 32 0
-44 1 -15 0
27 -9 71 0
-17 -74 -44 0
-54 -72 51 0
-44 10 -62 0
63 53 -74 0
41 29 -45 0
-44 -37 -26 0
-50 60 34 0
-53 16 -51 0
41 40 -4 0
-53 24 60 0
33 17 -59 0
24 61 -69 0
-49 1 2 0
35 29 68 0
-57 18 -6 0
-34 8 50 0
6 44 57 0
71 -40 -43 0
51 23 67 0
-22 37 11 0
-37 56 -52 0
-9 -12 -24 0
12 22 55 0
-46 35 -73 0
25 75 -41 0
49 54 -30 0
-9 47 70 0
53 -67 35 0
-9 21 -67 0
-40 9 -67 0
56 -46 25 0
-63 -56 30 0
60 28 -26 0
-11 -30 10 0
-3 -55 18 0
-45 26 -66 0
54 -22 -52 0
28 -54 -73 0
-27 7 -36 0
-39 51 -1 0
23 35 -4 0
-2 27 64 0
-27 -36 -34 0
42 -69 55 0
48 -25 -56 0
-65 27 1 0
-17 -46 4 0
4 25 -15 0
22 -16 44 0
-2 -63 23 0
-19 51 -65 0
37 44 -19 0
-56 -33 -44 0
47 -73 -60 0
-47 -43 10 0
72 68 -34 0
28 34 -60 0
22 30 -43 0
-43 -16 -42 0
-46 36 -9 0
4 22 -39 0
-41 8 -18 0
54 6 56 0
-52 -23 -75 0
28 -37 53 0
-2 -15 71 0
74 36 25 0
25 52 -19 0
-22 33 53 0
-39 19 -13 0
74 3 62 0
43 57 16 0
60 47 -55 0
-42 8 21 0
-71 44 -64 0
61 56 -70 0
-1 -56 45 0
70 -27 -17 0
66 -70 -43 0
68 4 61 0
3 26 -68 0
-4 64 61 0
58 26 52 0
-14 -5 -40 0
-10 -68 -30 0
-27 46 -53 0
-50 48 56 0
52 -24 23 0
-60 -20 26 0
23 28 39 0
-73 -31 -12 0
9 -12 8 0
-59 7 -23 0
-42 59 69 0
31 -60 -12 0
-56 -46 24 0
-11 15 55 0
73 29 61 0
-10 24 -43 0
-2 10 -1 0
-44 -63 11 0
66 -33 -26 0
-10 -46 -45 0
-41 -22 69 0
-20 4 68 0
74 -26 -19 0
33 -14 18 0
-64 -27 21 0
7 16 70 0
52 13 9 0
33 -59 35 0
-74 -33 1 0
-74 -14 -28 0
-30 61 62 0
-10 20 -28 0
-66 3 -62 0
62 -54 38 0
-60 -4 -38 0
75 -16 62 0
-57 -59 -47 0
