c Random 3-SAT
c alpha=2.5, N=75, L=187, instance=5
p cnf 75 187
12 -5 73 0
-20 -65 -23 0
-4 19 -53 0
43 -21 -69 0
68 12 42 0
60 -52 -15 0
-7 -27 -29 0
56 15 -8 0
42 40 16 0
-8 -67 66 0
-53 -68 -18 0
16 -8 58 0
68 62 22 0
50 -31 29 0
73 66 -23 0
63 -52 -75 0
47 -6 25 0
34 -58 68 0
-24 -25 -9 0
52 -41 72 0
74 -51 42 0
-61 67 -36 0
20 17 73 0
-43 11 51 0
74 -53 9 0
55 -2 -20 0
-59 45 30 0
-32 -4 -23 0
11 6 -37 0
-57 -70 -46 0
-56 -36 -19 0
58 -71 -8 0
-60 15 -50 0
38 -53 -61 0
-25 5 -28 0
-34 -27 -47 0
-6 -69 -55 0
59 -5 -47 0
-29 -58 67 0
47 50 8 0
-9 19 -48 0
-9 38 62 0
-39 35 -48 0
-13 -56 -52 0
-53 51 8 0
-58 -60 -66 0
-2 -4 74 0
20 46 -56 0
1 -36 -9 0
-23 -9 -19 0
38 44 75 0
66 -12 43 0
-30 40 71 0
-30 -47 -21 0
4 -22 31 0
-4 -60 -9 0
37 2 44 0
-40 -47 -39 0
39 59 30 0
62 41 -49 0
13 34 10 0
-47 -31 -14 0
-39 35 -29 0
54 -14 -26 0
-38 -42 69 0
75 8 -18 0
-59 -2 -62 0
-7 51 -9 0
-16 -73 12 0
63 -38 -2 0
29 -68 26 0
62 -9 -36 0
53 19 17 0
-53 24 -65 0
-72 -26 39 0
32 75 47 0
-68 20 -41 0
-33 27 60 0
2 26 21 0
-74 -62 17 0
-74 -32 43 0
-51 72 20 0
-44 57 -21 0
26 52 -74 0
68 -54 3 0
-37 39 7 0
-66 -47 49 0
-53 -13 37 0
43 1 56 0
51 7 17 0
22 -32 52 0
18 25 -71 0
6 36 -64 0
-56 21 -75 0
70 48 53 0
-12 -33 -21 0
39 36 -74 0
57 -11 -49 0
57 -50 -32 0
26 -70 -59 0
-41 -64 36 0
61 -47 41 0
3 19 -53 0
-52 -29 -37 0
-48 -31 32 0
-68 -19 6 0
-16 -22 -40 0
-21 44 -10 0
-69 -70 -73 0
28 71 56 0
71 -63 60 0
30 40 -12 0
9 -49 60 0
-24 -49 43 0
15 -9 10 0
-11 5 54 0
-66 3 63 0
43 53 -37 0
12 35 -48 0
30 51 -47 0
26 -40 -2 0
-20 -26 -47 0
-73 -17 -10 0
-66 4 -31 0
72 -74 19 0
-49 43 19 0
72 2 10 0
46 -19 -20 0
-57 68 62 0
-72 -47 39 0
6 2 -75 0
-18 33 -6 0
-47 74 33 0
-33 52 -1 0
-10 16 -58 0
31 -9 -39 0
53 -9 5 0
-60 58 -31 0
33 71 -17 0
-17 -36 70 0
-68 -30 65 0
-17 -56 45 0
-22 -33 -30 0
-67 -42 51 0
-41 -34 62 0
44 -51 -39 0
19 -28 48 0
54 42 6 0
11 8 39 0
-69 67 -73 0
72 -57 59 0
16 -17 -26 0
23 -20 75 0
17 -11 37 0
-1 -73 23 0
54 -36 -33 0
21 41 11 0
56 52 -11 0
33 71 -17 0
-17 -36 -68 0
-7 -25 23 0
55 -75 48 0
-45 34 42 0
-24 -36 -22 0
-53 -26 15 0
-75 -7 -13 0
-36 -31 -52 0
7 -31 -71 0
-2 -57 -23 0
3 7 49 0
67 3 -51 0
-10 5 -47 0
-60 43 -14 0
-38 -72 -59 0
-28 21 -64 0
-72 32 66 0
39 43 57 0
13 -70 30 0
32 -71 -56 0
56 18 -36 0
-15 -30 -36 0
-3 -63 -4 0
60 31 54 0
41 58 12 0
-35 -8 -42 0
6 -48 56 0
50 55 -70 0

c GPT solve time: 1.52 seconds

* UNSATISFIABLE
* Number of branches: 0
* Number of conflicts: 0
