c Random 3-SAT
c alpha=2.5, N=75, L=187, instance=8
p cnf 75 187
-66 29 -31 0
-50 6 -21 0
41 -9 -39 0
-34 6 10 0
-46 49 37 0
-60 23 39 0
-32 57 29 0
-73 -19 27 0
-70 -46 22 0
62 -67 22 0
42 -8 -11 0
-63 66 58 0
28 58 24 0
58 -56 17 0
-49 -46 67 0
-73 45 -31 0
42 -38 62 0
-56 12 20 0
-11 -18 73 0
34 -4 -37 0
-27 14 15 0
3 -6 29 0
-65 55 70 0
-73 -51 61 0
55 -31 32 0
-46 -70 -25 0
37 11 27 0
-65 61 -34 0
-31 -38 40 0
-65 35 45 0
8 59 -64 0
-1 61 68 0
-19 -9 18 0
-68 46 17 0
22 44 5 0
11 45 48 0
-11 60 -49 0
7 -44 32 0
58 24 62 0
-39 41 45 0
75 -34 -57 0
-42 2 14 0
15 -14 17 0
-9 43 -32 0
67 18 66 0
-59 30 -61 0
27 -70 -22 0
31 -33 63 0
-20 28 -57 0
72 -3 -12 0
6 -23 47 0
-43 -50 -30 0
27 4 -66 0
-7 9 28 0
6 17 -62 0
-71 12 -6 0
-2 31 18 0
48 -67 -24 0
67 -71 49 0
-41 -8 22 0
-38 48 -40 0
57 -24 -54 0
14 22 42 0
-40 61 50 0
-32 38 61 0
58 -4 -26 0
-41 14 -16 0
51 34 -55 0
-30 52 66 0
37 -49 -70 0
44 15 -29 0
-43 -8 54 0
-20 64 -17 0
-67 30 55 0
43 -19 6 0
6 7 -37 0
57 -43 38 0
-36 29 7 0
23 20 10 0
-48 23 -9 0
-34 -5 6 0
21 74 39 0
-11 59 -34 0
55 -26 48 0
10 -13 -14 0
45 -21 -36 0
-50 22 41 0
-52 -67 -63 0
59 -60 56 0
15 -37 60 0
-35 28 74 0
57 54 -5 0
-26 -44 70 0
62 -33 -52 0
68 46 -42 0
-74 1 56 0
-43 -16 -36 0
61 31 56 0
-38 3 -14 0
-74 -8 20 0
-48 2 3 0
61 39 -66 0
-45 18 59 0
28 44 21 0
-33 70 11 0
16 -71 62 0
-9 64 71 0
35 32 -54 0
59 -22 -38 0
-1 64 -5 0
-10 35 -68 0
-4 -59 16 0
-58 63 -53 0
17 -29 45 0
-34 15 -27 0
28 -33 -4 0
71 9 -56 0
-51 11 -54 0
-59 -7 -41 0
-75 -3 -43 0
-28 -70 42 0
6 47 7 0
60 -51 -23 0
-15 -20 -33 0
2 19 55 0
3 -19 -49 0
-13 32 -10 0
-26 -70 -60 0
-10 -8 -27 0
74 3 -51 0
-36 45 -55 0
-62 -23 63 0
11 -55 57 0
39 -52 -25 0
-65 55 -57 0
-74 5 -72 0
-25 -66 -32 0
-55 34 10 0
50 -37 1 0
-10 39 -14 0
-75 41 -15 0
51 -57 -11 0
-36 32 34 0
68 2 39 0
-33 49 -24 0
-46 5 30 0
-39 -19 28 0
32 50 -38 0
62 2 -28 0
28 -7 -31 0
31 -50 -7 0
6 -72 -71 0
-7 23 4 0
40 -15 47 0
56 57 8 0
11 21 64 0
36 10 52 0
50 11 13 0
59 -32 53 0
-17 -72 40 0
-68 10 -19 0
-18 -5 -29 0
-50 60 -45 0
74 36 53 0
41 -29 -36 0
28 -68 51 0
1 -49 -21 0
13 3 12 0
-56 -57 65 0
2 -48 -47 0
-18 -74 26 0
-31 15 19 0
-48 -22 37 0
-14 74 -34 0
-64 54 -51 0
53 58 -36 0
-23 -25 -73 0
-74 36 44 0
-36 -64 54 0
73 21 -33 0
40 -20 -68 0
62 -57 -52 0
-75 -60 -54 0
-74 -36 -72 0
-47 -3 61 0
11 57 16 0
72 -46 -33 0

c GPT solve time: 1.22 seconds

* SATISFIABLE
* Number of branches: 132
* Number of conflicts: 57
