c Random 3-SAT
c alpha=1.5, N=75, L=112, instance=3
p cnf 75 112
30 -14 68 0
5 58 10 0
-17 -27 -34 0
-57 -45 -61 0
41 30 35 0
34 37 48 0
-68 -59 -42 0
70 72 14 0
-50 43 64 0
-68 -33 -5 0
-31 -74 57 0
5 -37 -62 0
32 44 -41 0
-11 -57 -44 0
51 -56 -35 0
-57 33 -6 0
-29 -15 72 0
53 7 4 0
-52 -48 5 0
-15 36 41 0
-10 38 57 0
22 18 -5 0
-63 -60 -49 0
58 49 -17 0
-38 26 72 0
58 -50 21 0
33 67 -75 0
-58 43 -73 0
-32 -60 -40 0
-72 11 19 0
2 9 -1 0
-4 25 62 0
-3 -49 22 0
-63 -6 60 0
6 -60 -31 0
-1 -36 -26 0
57 18 31 0
-28 70 7 0
57 -52 -5 0
-43 21 -17 0
50 -1 11 0
71 -5 58 0
-5 71 2 0
52 -9 21 0
23 -5 17 0
-66 -4 -8 0
63 59 40 0
-38 45 5 0
18 -68 -57 0
-37 66 -33 0
-13 64 -29 0
51 -7 74 0
67 57 -15 0
-28 50 -64 0
-57 64 5 0
-67 12 1 0
64 25 71 0
-35 -65 20 0
74 9 29 0
-19 70 -26 0
69 -66 -27 0
43 51 5 0
34 13 17 0
-60 35 -74 0
23 -11 -20 0
13 -21 -67 0
-19 -33 55 0
56 61 -26 0
50 40 -29 0
51 54 -10 0
17 63 -1 0
-10 14 45 0
70 40 24 0
44 -57 54 0
-65 -22 -10 0
-47 3 66 0
18 -54 -55 0
9 -21 -47 0
32 -33 31 0
-51 -56 67 0
-2 69 4 0
70 22 -31 0
5 -72 -8 0
8 -53 41 0
36 69 -1 0
65 -49 -31 0
11 61 47 0
20 38 36 0
-8 59 41 0
7 67 -29 0
2 29 70 0
-6 54 -68 0
42 -34 28 0
-35 3 -38 0
17 -66 60 0
-58 8 -6 0
-39 30 74 0
-16 -34 17 0
4 59 20 0
24 28 32 0
-4 -39 -8 0
6 -7 60 0
-72 -19 -33 0
-36 33 -49 0
-28 -41 6 0
45 -73 -71 0
43 19 -56 0
-22 -24 58 0
-9 4 -14 0
-62 -51 -34 0
-39 -42 58 0
10 -61 1 0

c GPT solve time: 1.89 seconds

* SATISFIABLE
* Number of branches: 12
* Number of conflicts: 5
