c Random 3-SAT
c alpha=1.0, N=75, L=75, instance=1
p cnf 75 75
70 -11 53 0
-72 -64 -36 0
11 -19 -51 0
44 -29 -71 0
33 -16 -15 0
-38 53 -9 0
50 42 15 0
-6 -27 31 0
23 48 -14 0
47 -37 16 0
54 51 50 0
73 -35 -3 0
5 40 -45 0
-48 -55 54 0
72 20 -53 0
-17 20 60 0
70 -13 38 0
-42 -66 11 0
25 -74 64 0
-11 24 73 0
-13 75 27 0
-30 -55 -26 0
-58 6 73 0
17 -27 20 0
-3 -56 -75 0
-9 -44 71 0
-19 21 -8 0
73 51 42 0
27 -71 3 0
10 68 5 0
-32 56 70 0
51 43 -40 0
-43 -22 -73 0
13 58 -46 0
22 -75 23 0
-25 66 49 0
-20 -6 -43 0
71 -46 -36 0
34 -74 23 0
75 71 18 0
49 -25 46 0
12 40 25 0
34 39 55 0
-54 24 -5 0
-10 73 27 0
-23 11 -13 0
-35 -28 48 0
-8 35 -4 0
-20 -32 14 0
14 -31 28 0
-35 -68 62 0
-5 -22 17 0
-64 44 -70 0
-65 -24 -31 0
-27 -8 71 0
-63 -74 -40 0
-34 37 -33 0
-64 53 50 0
-14 -42 -12 0
47 -13 -6 0
56 -28 -40 0
-61 20 -32 0
-56 -40 16 0
-26 -47 -71 0
-72 4 -33 0
6 -37 -49 0
13 72 32 0
14 -40 19 0
-66 -39 -56 0
-16 59 33 0
-33 65 -24 0
-3 -73 55 0
-20 51 -26 0
50 56 2 0
32 22 40 0

c GPT solve time: 14.89 seconds

SATISFIABLE
36
14
