c Random 3-SAT
c alpha=4.0, N=75, L=300, instance=1
p cnf 75 300
24 14 -38 0
60 -7 27 0
37 18 -16 0
-17 -27 -75 0
-53 -57 42 0
-28 -73 38 0
20 -28 -45 0
-35 51 67 0
-40 75 -33 0
-37 51 75 0
-51 -54 63 0
67 46 19 0
32 -44 8 0
60 -8 -71 0
49 -21 61 0
-23 -67 12 0
74 -56 -31 0
62 -7 49 0
26 -27 -43 0
39 3 42 0
31 51 -70 0
72 -60 -24 0
2 -41 70 0
-73 21 -8 0
-9 17 19 0
-10 -49 -17 0
40 -37 20 0
25 71 56 0
-25 -62 9 0
-10 13 48 0
36 -7 -29 0
-16 5 25 0
17 -31 54 0
26 -2 30 0
-28 13 64 0
-54 -32 25 0
-37 72 -28 0
31 65 27 0
-22 52 -60 0
-21 -24 1 0
-7 -8 -28 0
11 -27 17 0
-30 58 -45 0
-66 75 9 0
-51 -24 -49 0
-31 -51 -15 0
51 9 -54 0
44 35 68 0
25 -49 -68 0
41 35 67 0
-35 -52 -67 0
-16 -57 -18 0
38 -67 60 0
-29 -44 33 0
6 73 28 0
-48 59 64 0
53 -3 35 0
42 38 53 0
23 34 -25 0
57 -27 14 0
-75 10 24 0
-35 -42 -17 0
73 -15 25 0
-68 24 -6 0
9 57 -49 0
-11 27 -23 0
40 9 -44 0
-56 60 24 0
58 67 -73 0
-31 44 37 0
-24 -52 -75 0
5 -72 -47 0
-4 8 -1 0
58 64 49 0
50 -2 -36 0
-53 44 52 0
3 33 32 0
-42 -2 56 0
-32 31 -46 0
47 26 53 0
-46 -61 14 0
-72 -58 66 0
70 14 15 0
52 60 43 0
-31 -30 -1 0
45 -28 -73 0
22 -67 -58 0
48 8 16 0
-20 14 63 0
49 -13 -34 0
-31 -59 -41 0
-24 38 -15 0
42 57 -29 0
-22 -63 -52 0
-8 73 -69 0
19 -30 -33 0
-72 -40 -60 0
-37 6 -22 0
-24 29 71 0
5 52 -7 0
36 40 -33 0
73 48 -56 0
-38 41 -55 0
52 15 75 0
20 -68 6 0
46 34 -2 0
-24 3 -56 0
-64 -4 21 0
34 -2 -42 0
-1 73 39 0
64 72 -11 0
-64 65 -45 0
-19 -40 -29 0
11 56 14 0
-35 45 -19 0
-40 -11 -28 0
-37 -56 -71 0
63 -17 62 0
-14 31 20 0
-68 31 -52 0
29 -59 40 0
34 -66 -2 0
74 44 -40 0
36 27 -38 0
-4 59 61 0
7 -11 -8 0
74 -67 36 0
-47 54 71 0
31 5 -4 0
53 -70 56 0
-40 20 -13 0
67 -46 -47 0
13 -17 -73 0
24 14 15 0
15 71 53 0
-34 18 -40 0
36 70 73 0
-62 37 61 0
-30 -27 46 0
15 -39 74 0
-24 -68 62 0
-33 40 -28 0
43 -40 -54 0
-63 30 72 0
46 45 -25 0
-75 -62 -4 0
-48 20 -53 0
43 29 -31 0
47 30 -6 0
-72 -17 -74 0
-7 -15 -22 0
11 68 -37 0
43 7 13 0
3 14 59 0
43 69 -53 0
71 58 17 0
38 -66 69 0
44 -67 4 0
54 36 39 0
7 -57 -67 0
5 -35 75 0
17 -36 -63 0
49 -17 -70 0
27 54 2 0
-51 17 68 0
-13 -1 67 0
2 54 12 0
-59 22 4 0
-34 66 -56 0
5 -50 -22 0
-20 49 73 0
57 9 -54 0
-15 11 64 0
-24 -65 64 0
-63 39 38 0
14 -25 -70 0
-28 54 -15 0
60 -39 45 0
66 -72 38 0
72 -36 68 0
13 -42 -4 0
-30 32 29 0
46 -28 -59 0
27 45 -43 0
20 -51 -38 0
-39 -62 -24 0
34 -73 23 0
11 38 4 0
9 -14 -74 0
16 42 -71 0
-29 -57 -75 0
65 26 30 0
35 51 52 0
-58 19 -68 0
43 -65 57 0
-49 -44 19 0
37 -69 2 0
49 -28 12 0
5 36 35 0
-59 -15 -51 0
51 -32 48 0
43 44 -39 0
-75 30 -66 0
52 69 -66 0
-47 -71 75 0
-25 -2 -49 0
71 37 17 0
-42 59 19 0
-56 -13 -69 0
-75 -58 48 0
-24 -2 11 0
-63 -36 -53 0
21 -46 52 0
48 -60 -47 0
-61 47 -8 0
23 -54 73 0
18 7 27 0
50 53 48 0
-69 63 -71 0
68 -24 -6 0
61 26 27 0
-57 31 -59 0
-3 -37 -65 0
66 64 14 0
57 24 -74 0
-68 -47 -59 0
-41 -60 -67 0
-14 -66 1 0
46 8 2 0
13 -6 -34 0
-24 -30 -67 0
-11 26 59 0
55 26 -61 0
-41 20 -36 0
44 62 -63 0
75 27 -40 0
74 -41 9 0
-34 -31 -14 0
23 71 5 0
62 -68 -66 0
-27 -37 -66 0
25 -51 -2 0
-19 66 -6 0
-43 6 14 0
46 49 -45 0
-56 59 -21 0
1 -50 -48 0
30 -50 29 0
