c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=1
p cnf 75 225
-12 -45 7 0
52 -2 -26 0
-44 25 33 0
3 61 24 0
46 72 23 0
-14 -42 -37 0
21 -14 59 0
-19 -74 -55 0
4 55 -75 0
10 33 -26 0
11 -24 19 0
26 45 61 0
-73 -67 -50 0
66 -51 -31 0
61 -65 -10 0
-25 -20 3 0
43 -24 55 0
-66 55 53 0
3 44 -58 0
28 5 14 0
68 31 13 0
7 48 -10 0
30 45 -71 0
38 5 68 0
-55 72 -35 0
19 16 62 0
-62 -39 -31 0
10 -23 -2 0
70 -49 42 0
2 9 -38 0
-11 6 -27 0
-46 51 -60 0
-39 32 52 0
-17 3 22 0
-8 -28 57 0
-41 -2 -62 0
20 48 69 0
-24 29 -12 0
-41 61 -22 0
-22 -75 57 0
-20 73 -25 0
47 -38 17 0
-37 24 35 0
6 71 -68 0
43 -2 73 0
-32 -50 57 0
-5 -55 18 0
9 -75 28 0
-60 -32 48 0
23 -1 -14 0
1 -4 -25 0
-74 -9 -60 0
-41 60 19 0
69 -21 -75 0
-47 30 46 0
75 67 37 0
24 -68 -37 0
-53 -42 21 0
-46 26 8 0
23 4 1 0
-74 -58 14 0
-75 23 33 0
-41 34 -67 0
-9 -72 -10 0
64 3 -11 0
24 61 -20 0
-22 -24 -69 0
62 68 42 0
27 38 24 0
35 23 -48 0
-53 52 38 0
-9 -15 -22 0
54 31 -19 0
-50 -12 -31 0
24 -32 -62 0
27 -32 44 0
-61 -8 -67 0
63 46 -19 0
-31 -45 -46 0
-24 -74 42 0
34 -11 -19 0
10 -11 12 0
-33 10 16 0
-52 -27 8 0
21 73 -74 0
-56 3 -9 0
23 16 74 0
16 43 26 0
-16 61 47 0
15 -67 -66 0
-59 -21 -32 0
-67 -69 -43 0
-75 29 -74 0
-42 -1 -45 0
10 63 31 0
-60 -20 -73 0
44 -54 71 0
19 -41 68 0
-59 -19 -56 0
17 12 44 0
-51 54 64 0
63 -21 44 0
-38 -32 -61 0
46 -72 16 0
31 70 33 0
-8 26 -74 0
67 -28 -42 0
-29 6 -22 0
-33 -47 -66 0
15 -46 -73 0
-11 -5 -3 0
-9 -18 49 0
54 61 -35 0
20 -21 -52 0
-3 -53 -71 0
-72 -70 34 0
-67 19 -27 0
10 -54 -2 0
12 10 -75 0
-72 -63 61 0
59 -65 5 0
-20 -22 51 0
-44 37 4 0
-41 4 28 0
34 -30 -69 0
-4 22 52 0
-72 -60 -37 0
-15 60 16 0
69 -53 -50 0
64 -10 69 0
-73 2 59 0
67 27 -70 0
-64 -75 39 0
8 40 -61 0
62 -42 64 0
15 -2 -53 0
67 -32 -72 0
-46 -23 -12 0
-22 -13 -31 0
14 23 -67 0
-32 25 -41 0
21 73 34 0
-49 -46 -5 0
38 -59 -69 0
-30 -29 75 0
-67 -16 -54 0
2 -49 25 0
-65 7 -10 0
-72 63 -7 0
-64 41 -33 0
-16 35 10 0
-50 23 10 0
-37 -42 -69 0
-11 -75 67 0
51 71 26 0
38 72 -57 0
70 53 69 0
-15 71 64 0
-6 -1 -70 0
75 -56 71 0
-68 71 14 0
50 24 -73 0
-10 58 -7 0
-27 68 41 0
-39 66 -16 0
67 -8 -13 0
-18 73 -39 0
-59 33 -60 0
-41 16 -72 0
7 43 17 0
52 -34 -69 0
68 -30 36 0
12 -61 -17 0
-59 -12 -17 0
-38 -74 33 0
48 71 49 0
-64 9 -25 0
-33 -2 1 0
42 -16 65 0
-5 56 36 0
-53 -38 -28 0
-38 75 -41 0
43 -61 -10 0
68 69 9 0
64 -31 63 0
-44 -23 38 0
-60 34 -58 0
-21 46 -53 0
-67 -51 56 0
-58 32 42 0
-75 32 14 0
-41 -26 -68 0
-8 -44 -52 0
-51 -54 -13 0
11 44 -59 0
40 -27 -50 0
-47 -1 52 0
-73 51 -16 0
-62 -35 58 0
-52 28 32 0
-10 51 -33 0
26 45 61 0
-40 -67 51 0
-66 11 -69 0
52 -14 -34 0
-8 -45 12 0
38 -68 63 0
-41 -61 23 0
-60 7 75 0
2 -56 -27 0
-4 71 47 0
35 -52 -19 0
17 1 -55 0
34 -64 -61 0
55 4 -51 0
-58 -44 75 0
-72 9 -37 0
-43 50 -18 0
46 -13 6 0
13 -68 22 0
36 1 44 0
-57 10 41 0
41 -23 24 0
38 71 -32 0
-51 -9 -28 0

c GPT solve time: 23.74 seconds

SATISFIABLE
186
42
