c Random 3-SAT
c alpha=3.5, N=75, L=262, instance=1
p cnf 75 262
-57 -67 -2 0
-61 19 -24 0
54 -19 30 0
-3 74 -60 0
-36 -67 20 0
-48 2 50 0
74 -45 65 0
36 14 67 0
-48 1 30 0
-63 -19 71 0
31 -51 -5 0
-38 9 -25 0
64 -63 47 0
3 25 -51 0
-32 18 34 0
-23 7 48 0
-6 -55 -64 0
9 15 65 0
-30 -36 -4 0
-26 37 11 0
-31 -27 59 0
-26 -42 -27 0
-21 -4 -9 0
-68 8 36 0
-62 66 -7 0
-2 38 12 0
-27 -51 -15 0
-5 3 -10 0
22 -64 30 0
-51 56 55 0
-48 3 -49 0
-32 -58 66 0
-25 62 -7 0
-34 -19 -46 0
37 -18 -15 0
71 11 -33 0
9 -2 -14 0
-69 -29 -2 0
55 40 -26 0
-41 -28 -19 0
69 -39 -35 0
47 10 -2 0
12 -30 -50 0
-41 69 71 0
45 12 5 0
-60 -31 -8 0
2 -30 -56 0
-46 54 -18 0
-25 -27 23 0
22 -46 42 0
41 -6 42 0
71 -20 -35 0
49 -67 52 0
-47 52 -51 0
-17 -45 -36 0
59 8 13 0
39 -12 -68 0
-22 -74 38 0
16 35 -14 0
-64 37 -49 0
-56 -26 36 0
-32 -26 -75 0
7 23 -9 0
-32 58 -61 0
-33 -64 -57 0
-49 -34 74 0
-73 -2 -49 0
52 30 35 0
-13 -3 -5 0
-21 39 10 0
-68 -14 51 0
65 70 11 0
72 -24 68 0
9 18 45 0
27 -72 2 0
-16 -54 -63 0
21 10 -18 0
-14 67 -24 0
35 36 -57 0
5 9 73 0
-55 -74 -48 0
-25 14 11 0
3 44 -21 0
-30 -26 -36 0
-69 -62 34 0
34 48 -15 0
45 39 -32 0
47 -57 -14 0
15 -46 34 0
66 2 -60 0
-51 68 -45 0
8 71 -13 0
-69 23 40 0
56 -57 49 0
-35 -6 -66 0
-75 72 -22 0
-32 39 -16 0
60 62 -44 0
-24 40 60 0
38 -21 -20 0
23 -72 38 0
-74 -49 16 0
-75 21 46 0
34 73 64 0
24 -8 71 0
-54 21 68 0
-19 -53 31 0
75 49 57 0
7 32 59 0
-4 61 55 0
29 45 32 0
-52 -54 -58 0
62 67 -19 0
-2 27 -59 0
29 34 33 0
-54 67 56 0
63 -53 -6 0
32 -13 -38 0
26 19 59 0
-38 70 30 0
-12 67 -1 0
47 67 15 0
-55 30 -47 0
61 41 -44 0
21 11 -56 0
-36 68 -42 0
3 68 -50 0
-10 -61 21 0
10 -2 71 0
39 -61 -15 0
16 -48 66 0
-57 -63 -11 0
34 -7 -49 0
-48 -7 66 0
52 -24 11 0
29 -36 -71 0
-74 -49 3 0
-5 -69 -40 0
75 21 30 0
10 -41 31 0
68 -63 12 0
-23 10 45 0
-54 -16 59 0
2 -47 -60 0
2 25 48 0
-19 58 25 0
-48 41 -68 0
-50 -66 22 0
-27 44 -1 0
-30 -28 41 0
-28 -74 -52 0
-11 46 -42 0
-41 19 11 0
-21 55 -11 0
-47 14 26 0
-42 35 -50 0
-34 -18 -25 0
-10 51 33 0
27 56 53 0
-45 18 -27 0
8 44 -10 0
-35 -68 -61 0
-23 -24 40 0
-42 59 18 0
-57 -59 36 0
-65 -69 -29 0
46 -58 48 0
-33 -57 43 0
11 7 -41 0
-71 58 57 0
-29 -71 -48 0
7 -10 -32 0
16 -6 -54 0
-44 -28 14 0
-73 -33 50 0
-34 -28 69 0
15 33 -50 0
55 -75 -50 0
35 61 -74 0
11 15 -33 0
50 -72 -68 0
71 17 56 0
53 43 -34 0
46 42 -72 0
72 17 -30 0
-39 -37 -60 0
-38 -29 -22 0
-18 16 60 0
-73 64 54 0
55 -17 -59 0
20 62 -43 0
59 -11 16 0
-63 -64 -31 0
-70 65 51 0
11 -25 -71 0
-23 32 71 0
-67 16 29 0
72 -49 9 0
25 -43 16 0
-48 -73 -36 0
-41 -62 7 0
51 55 13 0
-71 -20 58 0
-26 38 -18 0
-40 16 -32 0
-63 61 -72 0
45 -10 -63 0
32 -42 -49 0
63 -41 53 0
-74 26 -7 0
23 37 -73 0
43 12 59 0
-69 -6 -38 0
-7 9 -50 0
16 40 28 0
-74 -49 15 0
30 -46 64 0
-39 -42 53 0
-20 14 -72 0
6 53 63 0
34 43 35 0
-39 -20 -30 0
-30 10 11 0
45 -7 62 0
-4 52 -29 0
23 -51 -17 0
56 32 52 0
69 -35 -45 0
-4 35 6 0
-70 -59 -51 0
60 -54 4 0
-56 -13 26 0
-45 -54 -32 0
-6 -63 -69 0
-23 47 -48 0
-39 16 27 0
6 -73 -11 0
-6 39 54 0
60 57 -53 0
13 -34 -8 0
-1 16 -36 0
-72 73 71 0
-63 20 -68 0
44 28 50 0
-58 36 23 0
24 -67 59 0
8 -28 75 0
45 -30 1 0
25 72 -49 0
50 23 -44 0
3 44 -32 0
-5 70 -38 0
-64 -22 65 0
-43 17 3 0
-61 42 10 0
-61 -33 40 0
-75 -2 -6 0
-61 31 12 0
-34 16 44 0
27 -24 58 0
68 -10 -7 0
-75 -47 -71 0

c GPT solve time: 0.00 seconds

[Error] This model is only supported in v1/responses and not in v1/chat/completions.
