c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=19
p cnf 75 225
-10 -15 4 0
15 -25 21 0
-28 -5 -61 0
4 -57 -29 0
62 55 7 0
15 -16 -46 0
-61 -32 -57 0
-8 -24 34 0
-1 -67 -56 0
-1 -59 22 0
27 33 -26 0
-19 28 -3 0
40 -9 -66 0
-75 -6 35 0
52 56 -36 0
74 -5 68 0
-37 -50 -42 0
-62 -42 -19 0
-1 61 59 0
20 43 69 0
-18 58 66 0
-14 -15 54 0
35 -63 -24 0
-55 3 -25 0
28 47 3 0
-19 -14 64 0
52 -47 -8 0
-23 -66 41 0
47 30 68 0
7 -4 -62 0
30 69 -27 0
49 -28 74 0
-58 65 37 0
25 24 27 0
10 -72 11 0
-66 47 -25 0
-42 62 -8 0
-18 48 50 0
-37 -20 -38 0
-51 -31 -38 0
3 38 -65 0
-63 18 11 0
-10 8 -13 0
-69 -9 68 0
-63 -3 55 0
-15 16 -31 0
8 70 43 0
-34 -37 15 0
-41 17 -66 0
-4 63 -45 0
-58 1 17 0
22 -1 29 0
45 1 -33 0
-7 -62 -43 0
36 -4 -1 0
-28 -44 15 0
-34 -66 1 0
44 -60 -1 0
16 -38 9 0
-61 45 -46 0
5 -19 46 0
-3 -43 36 0
23 -39 -62 0
-16 33 55 0
65 11 -6 0
-15 -26 -36 0
-72 -35 -71 0
60 -47 -67 0
-46 9 -42 0
54 55 -21 0
33 12 -58 0
-52 7 -55 0
72 70 -48 0
39 23 -22 0
31 53 -10 0
68 36 18 0
-24 -14 -70 0
61 -28 20 0
-26 -5 36 0
-60 55 62 0
-32 -37 3 0
-51 13 -68 0
-63 -74 -33 0
-64 68 -6 0
44 -7 -26 0
-71 26 10 0
-75 28 46 0
-63 -51 -48 0
40 -42 -24 0
42 -75 -11 0
-30 65 -60 0
-6 -18 -33 0
-70 2 -31 0
69 -39 2 0
-52 32 44 0
70 -37 20 0
-5 41 26 0
-27 54 65 0
-13 29 26 0
-47 73 -19 0
64 12 31 0
-37 -65 -22 0
61 49 8 0
-75 -5 42 0
-18 -67 -43 0
55 43 -18 0
-55 38 -28 0
43 -11 -12 0
42 43 -44 0
50 33 45 0
54 -61 -64 0
-27 -61 -56 0
-43 48 15 0
71 -41 -59 0
47 -21 35 0
-2 42 -62 0
-20 -13 42 0
-1 -17 -60 0
46 -15 60 0
22 -41 -46 0
47 61 28 0
15 -14 -58 0
-2 -64 70 0
-33 7 -10 0
70 -37 30 0
11 51 -46 0
60 -18 17 0
-34 -60 -16 0
-7 39 -42 0
-46 -17 23 0
-31 -25 65 0
-38 -59 -65 0
-59 -3 -29 0
-10 4 68 0
44 10 -25 0
9 13 2 0
-34 -52 -22 0
38 -43 2 0
-4 23 58 0
59 -12 -17 0
-56 -69 68 0
19 -39 -64 0
10 47 -43 0
-50 71 21 0
9 -47 31 0
65 23 75 0
-57 -6 32 0
-68 -4 -9 0
-42 45 -71 0
44 -72 53 0
-10 -6 20 0
-45 73 14 0
1 -70 -52 0
19 -70 -46 0
6 -24 46 0
64 -25 65 0
-61 60 13 0
29 22 8 0
4 -51 -27 0
39 16 -6 0
-1 53 -39 0
7 -1 47 0
-71 60 -50 0
-73 37 20 0
-46 -3 20 0
24 72 -62 0
29 8 -38 0
35 -25 53 0
-48 64 -9 0
-51 38 -71 0
-60 59 2 0
16 -8 -18 0
-3 -28 20 0
40 28 -3 0
46 -49 57 0
-2 -37 -17 0
52 14 -11 0
1 45 -31 0
-42 57 -19 0
68 74 -3 0
65 -47 -27 0
44 -49 50 0
-27 -62 4 0
-63 -62 10 0
-9 -17 -54 0
23 62 -22 0
-32 74 70 0
2 60 -51 0
-1 -26 69 0
-54 -34 -60 0
2 5 75 0
-62 -29 -33 0
-60 33 46 0
-20 -45 -39 0
41 -12 27 0
58 52 13 0
75 -58 -29 0
-27 10 -47 0
-28 25 73 0
-34 -42 -68 0
-43 -48 -57 0
34 -26 29 0
44 32 64 0
51 64 -36 0
-28 -59 8 0
20 72 49 0
-52 -53 72 0
-49 22 13 0
-20 -68 -49 0
-68 74 14 0
-16 44 20 0
-65 -60 -40 0
28 -38 37 0
-72 -19 48 0
6 -58 33 0
75 1 -59 0
-63 -22 26 0
55 57 -50 0
59 65 -34 0
8 29 -59 0
42 -25 40 0
25 64 -18 0
-21 48 57 0
37 -25 -32 0
66 67 -36 0

c GPT solve time: 0.00 seconds

[Error] This model is only supported in v1/responses and not in v1/chat/completions.
