c Random 3-SAT
c alpha=5.5, N=75, L=412, instance=14
p cnf 75 412
25 62 -6 0
-5 -24 49 0
37 71 -34 0
23 55 53 0
-43 -11 57 0
65 -24 6 0
56 -60 -48 0
-55 -8 -42 0
26 -16 -2 0
29 -49 -51 0
47 -7 6 0
55 1 23 0
59 -20 -19 0
13 75 -2 0
-65 72 -25 0
36 -6 14 0
-30 -7 -49 0
-35 72 -1 0
56 -60 -65 0
-17 -4 -20 0
-63 5 69 0
73 -10 74 0
-57 -43 48 0
15 28 60 0
18 64 40 0
-58 -75 36 0
45 -23 -72 0
52 6 -69 0
4 -17 22 0
-13 16 11 0
-36 -72 -68 0
8 -54 4 0
61 -41 -12 0
10 2 57 0
20 -8 75 0
-29 -24 -34 0
-35 75 -55 0
-28 -23 2 0
74 2 -58 0
-64 68 17 0
-55 -63 67 0
62 35 13 0
-55 40 3 0
19 -18 -66 0
-41 44 -14 0
17 47 23 0
23 -48 27 0
3 -51 60 0
71 -11 -16 0
-5 -1 23 0
70 30 -38 0
70 65 1 0
-21 16 47 0
11 15 -20 0
-6 -68 -26 0
-13 -31 64 0
-32 -11 -20 0
28 -12 51 0
-19 50 -58 0
-3 46 26 0
75 30 36 0
-30 -36 40 0
-7 -60 17 0
22 -67 51 0
67 33 54 0
-56 -62 -44 0
10 22 61 0
-17 -55 18 0
46 9 -26 0
-8 73 2 0
75 42 -50 0
-21 -39 51 0
-36 30 -11 0
-11 -57 -15 0
44 -7 -43 0
-63 -53 -40 0
-29 18 -36 0
52 61 51 0
50 -28 -17 0
-2 -8 26 0
35 -25 -56 0
23 70 -39 0
35 -39 -14 0
45 61 28 0
-50 -46 74 0
-73 -47 5 0
-70 -43 -38 0
18 74 52 0
-29 -37 -21 0
37 31 16 0
66 70 -14 0
15 -5 -31 0
-49 -22 75 0
-58 -33 69 0
2 72 -11 0
-69 -19 -27 0
44 -62 55 0
42 -68 13 0
-72 -36 -23 0
-48 -10 60 0
-62 -29 58 0
-62 49 -48 0
-1 5 23 0
62 -53 57 0
40 57 59 0
21 36 -3 0
62 47 -5 0
-11 7 -22 0
-33 -10 41 0
-20 -72 -61 0
28 -67 -43 0
-46 -56 10 0
-50 25 -55 0
3 22 21 0
20 42 -1 0
46 49 65 0
-36 -62 44 0
8 59 -5 0
-65 -37 -63 0
3 36 -56 0
-25 45 12 0
-8 7 -40 0
-12 69 24 0
45 40 -5 0
39 56 49 0
-53 50 69 0
22 -56 -25 0
16 -17 -15 0
64 52 15 0
19 11 -62 0
-27 31 17 0
-43 74 4 0
19 15 52 0
37 16 64 0
-14 -25 -11 0
69 68 56 0
-10 35 36 0
11 70 53 0
6 -26 -68 0
-16 -65 14 0
46 69 -26 0
-65 42 51 0
24 53 41 0
59 16 27 0
-30 37 -60 0
-64 35 6 0
52 -25 -42 0
-67 -25 55 0
