c Random 3-SAT
c alpha=5.5, N=75, L=412, instance=8
p cnf 75 412
55 -1 -41 0
-39 -17 -67 0
-29 -37 -39 0
-38 48 -16 0
49 -56 51 0
-72 70 54 0
-51 -56 -71 0
66 -57 -63 0
48 30 -71 0
-74 30 -36 0
-52 56 -13 0
-55 19 7 0
-3 -22 -18 0
-18 16 9 0
74 -52 -47 0
42 31 58 0
16 -59 70 0
55 -16 -69 0
-74 56 -70 0
13 -30 -50 0
-7 -25 -27 0
-29 -10 -65 0
-27 -69 -29 0
-22 -66 -4 0
14 52 -9 0
-27 -66 -11 0
-2 -11 -10 0
18 -34 -44 0
-57 -16 22 0
-35 67 -11 0
-65 3 35 0
24 43 -1 0
-73 -41 67 0
-68 -2 69 0
-31 -69 29 0
51 36 -21 0
71 -37 72 0
51 37 43 0
-34 69 -62 0
-23 -47 -59 0
31 -49 24 0
-3 41 -59 0
35 -9 -7 0
41 34 64 0
11 27 -50 0
-41 -37 14 0
30 -27 15 0
7 35 -73 0
49 -26 -45 0
-31 52 -40 0
5 46 14 0
-62 66 61 0
-65 -56 -13 0
-19 31 -18 0
-1 -27 -13 0
10 42 4 0
-24 21 35 0
-32 -6 51 0
-62 51 13 0
-63 -32 68 0
24 -62 25 0
59 -16 -52 0
70 54 -15 0
73 -18 9 0
-40 6 -59 0
68 -7 71 0
-70 71 -32 0
12 22 -69 0
-74 71 16 0
55 -1 74 0
-31 -37 24 0
-21 23 32 0
-40 13 50 0
16 -4 -70 0
-42 75 15 0
-31 26 -25 0
-65 40 -31 0
57 9 -72 0
-43 70 -18 0
-50 -38 72 0
71 -14 -19 0
-71 57 46 0
-27 21 29 0
-17 8 -9 0
43 -11 -62 0
20 75 -10 0
-40 8 -60 0
53 35 -59 0
75 -16 -62 0
63 51 41 0
34 29 -75 0
-16 11 -2 0
-25 28 38 0
49 -13 31 0
48 63 -49 0
48 -72 -50 0
-54 43 40 0
66 -64 -16 0
-37 9 33 0
19 -35 -24 0
-71 61 52 0
-41 45 59 0
-38 -47 51 0
-34 47 -69 0
-70 52 3 0
6 -66 -61 0
-34 -36 -52 0
-28 -30 73 0
50 -34 -64 0
-17 -34 48 0
68 66 6 0
-1 48 -58 0
-24 -29 2 0
41 35 -14 0
-16 25 -55 0
25 -53 32 0
-57 18 10 0
-26 -40 59 0
7 -9 4 0
10 -72 62 0
37 62 21 0
-70 -48 -52 0
-62 -22 -26 0
18 7 -42 0
72 -2 -66 0
70 -24 55 0
-69 48 50 0
-14 -54 60 0
6 -16 -49 0
50 8 -47 0
52 -61 16 0
-73 -9 -33 0
38 -52 10 0
-62 -8 -44 0
-37 58 -17 0
47 -20 -75 0
-47 -10 -44 0
75 -38 -65 0
-42 -28 31 0
51 -49 -59 0
-33 -68 -18 0
-6 75 -42 0
-53 -27 -34 0
15 -46 -25 0
47 -69 -30 0
27 35 18 0
17 -37 -47 0
-16 50 66 0
49 8 71 0
-18 -29 -33 0
-23 52 -22 0
36 -11 52 0
53 -52 -43 0
54 -31 2 0
-57 43 -33 0
-56 -45 -19 0
-70 71 46 0
15 -17 -20 0
-30 -35 47 0
-37 2 -32 0
-46 49 -16 0
-38 -68 5 0
-50 -6 -67 0
24 -44 22 0
36 59 18 0
-40 -65 -4 0
31 -26 -40 0
-47 -54 -70 0
-29 40 33 0
-71 -46 7 0
-16 -30 -19 0
-19 75 -21 0
20 59 -43 0
-1 -23 -39 0
-27 15 -58 0
-20 57 63 0
-41 -12 40 0
-65 18 -1 0
72 -33 -37 0
8 -62 -72 0
-24 -55 -42 0
34 25 67 0
56 -69 -65 0
63 72 66 0
-67 -14 -62 0
8 -26 -57 0
15 -71 73 0
16 7 45 0
-75 -39 19 0
-28 8 2 0
73 -44 -25 0
36 -65 -23 0
-2 38 -73 0
-68 -49 -25 0
-73 31 -15 0
20 -39 -35 0
-47 28 -71 0
62 17 29 0
-20 -3 -21 0
-68 -26 -24 0
23 62 34 0
-36 -21 -61 0
55 -49 -5 0
-13 59 57 0
-3 -28 -40 0
-6 -24 -33 0
-12 16 15 0
-74 10 -43 0
43 63 -39 0
65 1 -45 0
22 -75 39 0
24 2 56 0
13 31 35 0
-18 64 51 0
9 66 21 0
73 -54 -8 0
10 -6 -19 0
-20 -28 22 0
-48 31 -65 0
-18 -9 30 0
-33 66 -65 0
20 64 -2 0
75 2 -44 0
