c Random 3-SAT
c alpha=3.0, N=75, L=225, instance=8
p cnf 75 225
62 51 64 0
-36 49 46 0
-44 -22 -39 0
2 40 48 0
35 -50 25 0
53 39 55 0
28 53 -45 0
-64 10 -28 0
27 5 -35 0
-17 64 46 0
-58 38 -25 0
-37 -22 -66 0
61 -38 74 0
62 58 7 0
-25 -67 40 0
72 7 3 0
-47 48 -49 0
16 57 25 0
-4 -20 42 0
51 -62 30 0
-14 -34 -25 0
4 38 -34 0
62 -50 -70 0
4 57 -43 0
-62 -36 31 0
-69 13 5 0
17 -22 -40 0
51 -50 43 0
-8 9 -65 0
-27 35 3 0
-5 31 64 0
63 46 64 0
25 -10 43 0
25 -11 54 0
-12 60 57 0
59 -7 75 0
11 63 12 0
-47 16 -7 0
29 -1 -19 0
-33 53 1 0
39 -15 -6 0
46 -57 66 0
-60 -34 19 0
-32 5 48 0
-16 38 -34 0
55 50 54 0
-6 53 -14 0
10 68 -36 0
-56 -16 23 0
-51 16 -35 0
-14 68 54 0
4 61 -62 0
35 -32 -3 0
73 49 36 0
17 -23 32 0
-37 4 8 0
50 -62 -61 0
42 66 -35 0
-51 -71 13 0
1 -18 -8 0
-47 -62 -55 0
39 70 -37 0
-47 56 66 0
-28 -24 3 0
-68 40 -73 0
-67 -64 74 0
18 67 48 0
67 17 -39 0
-48 -53 49 0
8 -16 -9 0
-66 34 53 0
61 -10 9 0
21 -12 -15 0
-22 72 -32 0
12 39 -18 0
61 -16 -40 0
-52 -22 -37 0
55 2 -73 0
26 -39 50 0
-29 -59 67 0
6 -45 54 0
34 -9 -12 0
67 13 -9 0
-31 -20 -61 0
-40 -28 70 0
-49 -10 -68 0
-52 -6 26 0
-65 -51 23 0
-12 66 -48 0
-21 -16 -31 0
-9 44 68 0
-48 75 -1 0
-57 -8 -61 0
-12 -4 44 0
-24 36 -57 0
73 33 -53 0
68 -59 -27 0
30 -58 -3 0
-24 -30 48 0
-26 41 64 0
-7 39 19 0
61 65 14 0
12 65 -52 0
-17 -22 6 0
45 -37 -60 0
60 69 5 0
42 -46 -44 0
3 22 34 0
-65 56 38 0
-61 67 28 0
-46 56 -36 0
27 36 -8 0
7 48 -61 0
-57 7 66 0
-47 55 -50 0
-33 2 -36 0
-9 43 58 0
8 -9 67 0
-75 40 -10 0
14 -43 24 0
-13 -47 -27 0
47 -65 -19 0
7 4 62 0
2 12 34 0
19 32 -21 0
-18 -72 19 0
-23 -61 40 0
-67 -35 -58 0
22 59 -27 0
68 -24 -60 0
12 -60 63 0
-14 55 -19 0
-47 40 -37 0
-3 70 69 0
69 -7 64 0
57 50 66 0
-39 -35 -33 0
24 45 57 0
34 -45 -14 0
58 -34 -20 0
65 18 17 0
-25 16 -72 0
-42 13 -44 0
-39 8 53 0
44 -46 39 0
66 7 -67 0
-2 15 -53 0
3 -31 -38 0
-16 64 38 0
11 32 -72 0
-70 -37 -67 0
60 40 56 0
-4 -5 50 0
73 -16 -27 0
75 61 27 0
13 53 -73 0
-8 34 -64 0
-42 12 70 0
1 70 -42 0
-21 -33 34 0
-29 5 -40 0
-55 27 -33 0
22 71 31 0
-27 -28 72 0
48 53 33 0
-44 11 51 0
-55 -41 -5 0
-69 4 45 0
65 8 42 0
-11 64 49 0
-61 -2 -52 0
72 -75 22 0
72 -62 35 0
5 73 23 0
-15 -60 -5 0
-59 40 -73 0
53 22 -72 0
-13 33 -50 0
-38 10 44 0
4 -73 25 0
-37 5 -60 0
72 31 28 0
-59 35 -6 0
30 34 63 0
-5 -44 -53 0
56 49 -75 0
24 -8 -41 0
36 -50 -1 0
-74 5 45 0
-47 -55 60 0
6 74 75 0
-66 -13 -23 0
56 73 28 0
38 1 37 0
37 -12 21 0
-59 7 60 0
19 33 -47 0
-70 40 62 0
-57 -43 -26 0
-27 -34 38 0
49 68 -36 0
7 4 -46 0
-61 -62 15 0
-60 48 -44 0
32 38 -42 0
-73 -8 36 0
-13 -36 42 0
38 11 -18 0
62 17 -20 0
-21 -51 43 0
-59 -37 54 0
8 29 -22 0
-16 -69 6 0
22 -36 11 0
17 -63 -33 0
-68 36 10 0
28 6 -44 0
-34 -27 -38 0
26 -2 -4 0
-64 70 -49 0
-67 29 5 0
59 52 69 0
-3 16 -73 0
-50 16 28 0
63 -32 24 0

c GPT solve time: 1.58 seconds

* SATISFIABLE
* Number of branches: 132
* Number of conflicts: 57
