c Random 3-SAT
c alpha=5.5, N=75, L=412, instance=18
p cnf 75 412
-38 -2 -17 0
38 64 -4 0
-57 31 -58 0
29 -46 -50 0
36 51 9 0
-71 -15 -62 0
9 -1 -60 0
59 -69 16 0
7 -53 18 0
22 -72 -48 0
-39 -23 -30 0
-5 -58 22 0
50 -35 7 0
-33 -24 -26 0
-60 59 -19 0
-38 -23 43 0
-49 46 -62 0
-52 -24 -72 0
52 -26 73 0
65 -2 61 0
17 -39 26 0
-4 -66 18 0
-51 -60 -58 0
10 38 11 0
61 -3 55 0
3 -51 66 0
29 13 -44 0
-68 -36 51 0
12 -64 -31 0
-45 63 55 0
-11 -56 -73 0
25 45 44 0
57 45 20 0
7 47 -14 0
-49 50 -40 0
39 -57 -51 0
65 17 71 0
66 65 -11 0
-39 68 -2 0
-51 74 -10 0
32 -42 28 0
19 -66 32 0
-56 9 -65 0
-34 63 70 0
69 62 14 0
-47 -61 -62 0
-75 3 68 0
-61 59 -29 0
69 -14 -27 0
27 35 -7 0
-71 -19 46 0
-58 69 -11 0
51 -18 -29 0
-20 -42 -28 0
-60 30 -63 0
47 -5 -27 0
39 21 24 0
-1 -47 25 0
-16 -71 -21 0
64 -18 -60 0
45 -65 75 0
-32 51 -37 0
-38 -1 50 0
8 -24 54 0
70 35 -25 0
-51 59 63 0
65 37 -71 0
-12 26 4 0
74 -40 25 0
-55 60 7 0
57 -71 -10 0
16 -10 6 0
5 25 -14 0
-14 -21 -34 0
51 10 74 0
31 23 5 0
16 57 -22 0
20 -10 2 0
19 -35 41 0
45 -43 -17 0
-57 -47 7 0
-16 -46 -51 0
-34 55 -36 0
-9 63 -46 0
43 47 44 0
57 -9 -33 0
32 72 58 0
28 2 53 0
-64 22 -61 0
-39 17 -68 0
-47 -49 -59 0
-57 31 -15 0
-65 53 3 0
4 19 47 0
9 -72 -39 0
64 -26 -25 0
-58 -62 -53 0
69 5 -72 0
24 -44 -13 0
-15 19 -13 0
-45 4 -56 0
75 -16 70 0
54 -52 -72 0
41 69 -48 0
7 73 64 0
-30 62 53 0
73 57 33 0
-67 35 54 0
-61 42 34 0
54 -57 -5 0
-17 65 -30 0
24 61 69 0
53 10 38 0
61 -6 4 0
-63 52 9 0
29 12 13 0
-64 -15 27 0
72 -11 -32 0
33 -22 51 0
22 55 52 0
-48 -40 31 0
69 46 30 0
10 -53 -29 0
-23 72 -75 0
-34 69 -66 0
-69 37 -19 0
-73 -35 65 0
70 -17 -54 0
33 -36 -3 0
-69 -53 -61 0
-6 -18 -7 0
2 53 -6 0
-21 11 25 0
-41 9 -1 0
-41 69 -13 0
71 -48 -63 0
-35 -34 27 0
-75 -56 -26 0
-48 -33 41 0
7 54 24 0
39 -36 21 0
-33 28 -35 0
-2 -4 74 0
-31 54 6 0
-71 -29 14 0
-56 -43 -58 0
-59 18 -2 0
64 61 16 0
-61 -22 -10 0
-18 -25 14 0
8 26 -73 0
-46 7 31 0
56 -66 16 0
58 -7 27 0
56 41 32 0
-67 -11 -60 0
45 -31 23 0
-15 26 -68 0
40 -64 -21 0
42 -60 38 0
17 63 -25 0
60 -59 -73 0
37 49 8 0
17 -55 37 0
43 -15 59 0
37 8 -17 0
-40 68 38 0
9 -44 2 0
-6 -15 -53 0
62 -46 -14 0
-40 8 -24 0
29 72 63 0
-28 -67 13 0
39 -54 23 0
-52 69 -62 0
3 40 -64 0
-5 46 59 0
-42 46 -65 0
-11 -67 52 0
-58 65 -63 0
33 -20 43 0
75 -57 -2 0
-30 -58 -40 0
-30 -28 10 0
48 -71 10 0
6 51 44 0
29 -26 56 0
-39 -58 24 0
-48 -71 60 0
61 -20 47 0
-38 7 46 0
-39 74 47 0
-33 6 18 0
1 -63 43 0
71 -27 -52 0
-55 27 71 0
54 -43 -5 0
-36 24 68 0
-53 -13 68 0
-62 55 -18 0
41 -37 -50 0
-69 30 -47 0
-30 -32 -18 0
-8 29 -63 0
68 -44 -53 0
-12 -47 25 0
21 7 -73 0
22 -4 -2 0
-21 -40 56 0
-9 -56 18 0
-11 56 41 0
-23 -40 42 0
29 31 28 0
17 -30 -71 0
-22 -39 -23 0
-42 -43 -7 0
12 6 35 0
59 21 12 0
-20 71 -21 0
-41 51 -31 0
-30 63 57 0
39 61 54 0
43 -10 1 0
-11 -49 9 0
-51 62 55 0
-14 -50 73 0
-8 56 60 0
-41 -61 40 0
-37 45 70 0
12 -55 63 0
30 4 13 0
-28 44 40 0
-60 -43 -59 0
9 26 64 0
-48 -22 32 0
-23 -37 72 0
6 22 25 0
8 -49 -18 0
34 62 40 0
-52 -48 -29 0
-46 -52 13 0
71 9 -33 0
58 22 68 0
-14 43 -37 0
8 44 51 0
57 -16 -61 0
-9 -53 25 0
71 -64 30 0
4 66 -62 0
-55 -50 7 0
15 -22 56 0
-31 -3 12 0
53 -65 2 0
29 -43 9 0
-29 -71 17 0
-17 -12 32 0
6 -32 -30 0
-51 -31 -72 0
39 -10 -7 0
3 31 -10 0
-43 14 -1 0
11 -61 -65 0
14 -34 -57 0
-53 31 13 0
-69 -52 -19 0
-74 -54 59 0
40 -20 -42 0
66 -45 38 0
-56 -10 51 0
72 18 -12 0
-33 -23 61 0
39 17 -56 0
-71 66 -50 0
53 -23 35 0
71 37 -30 0
19 55 -41 0
30 3 -28 0
18 -75 -69 0
-25 18 -54 0
62 -58 41 0
8 -18 35 0
11 -30 44 0
24 -12 23 0
1 -44 5 0
-7 -6 45 0
73 66 -18 0
-70 -17 -32 0
-37 65 -66 0
-10 -65 49 0
44 21 2 0
-56 54 59 0
-65 -23 14 0
-47 69 -52 0
53 62 25 0
-3 -53 46 0
-10 -27 22 0
-2 -37 -22 0
64 -30 -1 0
13 -71 -9 0
-63 -56 7 0
54 -51 -49 0
37 30 -34 0
-25 39 33 0
67 -7 24 0
-9 7 35 0
-25 27 -6 0
